symbol,isin,exchange,date,open,high,low,close,volume,year,month,day,ym
LGBBROSLTD,INE337A01034,NSE,2021-12-14,555.0,565.0,551.25,558.75,138852,2021,12,14,202112
LGBFORGE,INE201J01017,NSE,2021-12-14,8.85,8.85,8.85,8.85,171787,2021,12,14,202112
LIBAS,INE908V01012,NSE,2021-12-14,32.3,32.3,30.6,31.5,753338,2021,12,14,202112
LIBERTSHOE,INE557B01019,NSE,2021-12-14,161.0,162.8,160.0,160.6,110541,2021,12,14,202112
LICHSGFIN,INE115A01026,NSE,2021-12-14,386.0,387.55,381.15,386.2,1926062,2021,12,14,202112
LICNETFGSC,INF767K01MV5,NSE,2021-12-14,23.23,23.6,22.65,22.76,7498,2021,12,14,202112
LICNETFN50,INF767K01OS7,NSE,2021-12-14,186.5,186.5,183.2,183.98,420,2021,12,14,202112
LICNETFSEN,INF767K01OT5,NSE,2021-12-14,629.0,629.0,620.09,620.23,123,2021,12,14,202112
LICNFNHGP,INF767K01PC8,NSE,2021-12-14,184.95,187.8,182.8,183.94,557,2021,12,14,202112
LIKHITHA,INE060901019,NSE,2021-12-14,354.75,360.0,346.0,347.35,16657,2021,12,14,202112
LINCOLN,INE405C01035,NSE,2021-12-14,360.0,370.5,357.75,364.25,77478,2021,12,14,202112
LINCPEN,INE802B01019,NSE,2021-12-14,228.85,237.5,222.2,234.9,18246,2021,12,14,202112
LINDEINDIA,INE473A01011,NSE,2021-12-14,2619.0,2619.0,2520.0,2531.1,86948,2021,12,14,202112
LIQUIDBEES,INF732E01037,NSE,2021-12-14,997.3,1001.94,997.3,1000.0,730126,2021,12,14,202112
LIQUIDETF,INF740KA1EU7,NSE,2021-12-14,999.99,1000.01,999.99,1000.0,10118,2021,12,14,202112
LODHA,INE670K01029,NSE,2021-12-14,1379.0,1379.8,1261.4,1305.95,619072,2021,12,14,202112
LOKESHMACH,INE397H01017,NSE,2021-12-14,53.4,53.65,52.15,53.1,13086,2021,12,14,202112
LOTUSEYE,INE947I01017,NSE,2021-12-14,52.45,52.5,50.0,52.25,18130,2021,12,14,202112
LOVABLE,INE597L01014,NSE,2021-12-14,195.15,204.9,192.0,194.3,200563,2021,12,14,202112
LPDC,INE197J01017,NSE,2021-12-14,7.7,7.7,7.5,7.7,131566,2021,12,14,202112
LSIL,INE093R01011,NSE,2021-12-14,13.0,13.0,13.0,13.0,1400126,2021,12,14,202112
LT,INE018A01030,NSE,2021-12-14,1850.0,1874.0,1846.2,1865.7,1685243,2021,12,14,202112
LTI,INE214T01019,NSE,2021-12-14,6788.0,6788.0,6641.75,6670.05,264969,2021,12,14,202112
LTTS,INE010V01017,NSE,2021-12-14,5476.0,5537.85,5383.85,5438.3,219735,2021,12,14,202112
LUMAXIND,INE162B01018,NSE,2021-12-14,1415.0,1417.95,1380.25,1388.65,2211,2021,12,14,202112
LUMAXTECH,INE872H01027,NSE,2021-12-14,162.5,164.5,158.0,160.35,110564,2021,12,14,202112
LUPIN,INE326A01037,NSE,2021-12-14,885.75,972.4,882.6,943.05,10436546,2021,12,14,202112
LUXIND,INE150G01020,NSE,2021-12-14,3783.65,3854.0,3710.0,3789.1,41001,2021,12,14,202112
LXCHEM,INE576O01020,NSE,2021-12-14,421.0,428.0,416.35,418.05,387455,2021,12,14,202112
LYKALABS,INE933A01014,NSE,2021-12-14,196.8,200.95,188.1,200.95,473870,2021,12,14,202112
LYPSAGEMS,INE142K01011,NSE,2021-12-14,6.2,6.2,5.85,6.0,199402,2021,12,14,202112
M&M,INE101A01026,NSE,2021-12-14,840.0,841.95,826.0,836.85,1979863,2021,12,14,202112
M&MFIN,INE774D01024,NSE,2021-12-14,165.5,165.5,161.0,162.3,3202038,2021,12,14,202112
MAANALU,INE215I01019,NSE,2021-12-14,121.5,123.0,118.85,121.1,12894,2021,12,14,202112
MACPOWER,INE155Z01011,NSE,2021-12-14,201.4,201.5,188.2,194.8,4512,2021,12,14,202112
MADHAV,INE925C01016,NSE,2021-12-14,53.4,56.2,52.5,55.35,34883,2021,12,14,202112
MADRASFERT,INE414A01015,NSE,2021-12-14,28.95,29.35,28.65,28.9,108322,2021,12,14,202112
MAESGETF,INF769K01GS9,NSE,2021-12-14,29.38,29.54,29.34,29.48,2328,2021,12,14,202112
MAFANG,INF769K01HF4,NSE,2021-12-14,57.11,57.11,56.04,56.21,329961,2021,12,14,202112
MAFSETF,INF769K01HI8,NSE,2021-12-14,17.95,18.01,17.75,17.9,70024,2021,12,14,202112
MAGADSUGAR,INE347W01011,NSE,2021-12-14,264.9,265.0,257.65,259.45,7568,2021,12,14,202112
MAGNUM,INE387I01016,NSE,2021-12-14,9.0,9.45,8.7,9.15,44327,2021,12,14,202112
MAHABANK,INE457A01014,NSE,2021-12-14,20.75,20.8,20.3,20.4,3051802,2021,12,14,202112
MAHASTEEL,INE451L01014,NSE,2021-12-14,83.0,84.8,82.5,82.9,7655,2021,12,14,202112
MAHEPC,INE215D01010,NSE,2021-12-14,120.75,123.1,119.3,120.5,49121,2021,12,14,202112
MAHESHWARI,INE263W01010,NSE,2021-12-14,94.0,94.0,92.0,92.65,8370,2021,12,14,202112
MAHINDCIE,INE536H01010,NSE,2021-12-14,240.8,244.35,237.6,238.6,172990,2021,12,14,202112
MAHKTECH,INF769K01HS7,NSE,2021-12-14,22.55,22.55,19.11,19.19,696742,2021,12,14,202112
MAHLIFE,INE813A01018,NSE,2021-12-14,255.0,256.5,249.0,250.6,55292,2021,12,14,202112
MAHLOG,INE766P01016,NSE,2021-12-14,681.6,687.35,671.0,675.75,27821,2021,12,14,202112
MAHSCOOTER,INE288A01013,NSE,2021-12-14,4256.75,4279.95,4158.1,4250.9,3341,2021,12,14,202112
MAHSEAMLES,INE271B01025,NSE,2021-12-14,509.45,509.45,491.0,495.05,75236,2021,12,14,202112
MAITHANALL,INE683C01011,NSE,2021-12-14,995.0,1044.0,991.55,1036.05,63421,2021,12,14,202112
MALUPAPER,INE383H01017,NSE,2021-12-14,32.95,32.95,32.1,32.65,8298,2021,12,14,202112
MAN50ETF,INF769K01EG9,NSE,2021-12-14,179.0,179.04,177.68,178.93,126807,2021,12,14,202112
MANAKALUCO,INE859Q01017,NSE,2021-12-14,18.6,18.8,18.1,18.7,36641,2021,12,14,202112
MANAKCOAT,INE830Q01018,NSE,2021-12-14,18.95,19.4,18.8,19.05,236157,2021,12,14,202112
MANAKSIA,INE015D01022,NSE,2021-12-14,64.0,64.0,61.65,62.15,21337,2021,12,14,202112
MANAKSTEEL,INE824Q01011,NSE,2021-12-14,32.9,33.05,32.0,32.85,77429,2021,12,14,202112
MANALIPETC,INE201A01024,NSE,2021-12-14,118.6,119.9,117.0,117.35,201119,2021,12,14,202112
MANAPPURAM,INE522D01027,NSE,2021-12-14,174.9,175.6,170.85,173.65,3514427,2021,12,14,202112
MANGALAM,INE584F01014,NSE,2021-12-14,125.05,125.05,122.65,123.0,32908,2021,12,14,202112
MANGCHEFER,INE558B01017,NSE,2021-12-14,69.9,70.05,67.4,68.95,139452,2021,12,14,202112
MANGLMCEM,INE347A01017,NSE,2021-12-14,381.05,388.75,379.95,382.35,13283,2021,12,14,202112
MANGTIMBER,INE805B01012,NSE,2021-12-14,17.9,17.9,16.1,16.9,1975,2021,12,14,202112
MANINDS,INE993A01026,NSE,2021-12-14,102.5,104.2,99.65,101.0,162489,2021,12,14,202112
MANINFRA,INE949H01023,NSE,2021-12-14,90.0,96.0,90.0,95.4,665353,2021,12,14,202112
MANORG,INE370D01013,NSE,2021-12-14,1055.5,1063.2,1039.05,1051.95,5768,2021,12,14,202112
MANXT50,INF769K01FN2,NSE,2021-12-14,510.0,510.0,417.53,428.7,6036,2021,12,14,202112
MARALOVER,INE882A01013,NSE,2021-12-14,86.6,88.0,84.55,86.85,95691,2021,12,14,202112
MARATHON,INE182D01020,NSE,2021-12-14,105.35,105.35,105.35,105.35,21516,2021,12,14,202112
MARICO,INE196A01026,NSE,2021-12-14,521.0,521.95,512.25,515.05,1619756,2021,12,14,202112
MARINE,INE01JE01028,NSE,2021-12-14,28.65,33.65,28.0,33.65,7108197,2021,12,14,202112
MARKSANS,INE750C01026,NSE,2021-12-14,61.1,62.2,60.5,61.4,1124762,2021,12,14,202112
MARSHALL,INE00SZ01018,NSE,2021-12-14,50.0,51.8,49.65,49.65,46072,2021,12,14,202112
MARUTI,INE585B01010,NSE,2021-12-14,7516.8,7556.3,7457.8,7493.15,749704,2021,12,14,202112
MASFIN,INE348L01012,NSE,2021-12-14,705.0,719.9,690.0,694.45,18732,2021,12,14,202112
MASPTOP50,INF769K01HP3,NSE,2021-12-14,31.49,31.49,30.25,30.96,46045,2021,12,14,202112
MASTEK,INE759A01021,NSE,2021-12-14,2785.0,2804.6,2761.1,2779.55,33478,2021,12,14,202112
MATRIMONY,INE866R01028,NSE,2021-12-14,924.0,928.8,912.0,920.25,6068,2021,12,14,202112
MAWANASUG,INE636A01039,NSE,2021-12-14,79.75,81.5,78.95,79.55,35304,2021,12,14,202112
MAXHEALTH,INE027H01010,NSE,2021-12-14,401.2,409.75,378.6,382.35,1461549,2021,12,14,202112
MAXIND,INE0CG601016,NSE,2021-12-14,76.45,77.75,76.45,77.0,101226,2021,12,14,202112
MAXVIL,INE154U01015,NSE,2021-12-14,125.5,128.9,125.1,125.8,138922,2021,12,14,202112
MAYURUNIQ,INE040D01038,NSE,2021-12-14,610.0,612.6,592.5,598.15,118902,2021,12,14,202112
MAZDA,INE885E01034,NSE,2021-12-14,645.8,659.95,641.65,648.65,3839,2021,12,14,202112
MAZDOCK,INE249Z01012,NSE,2021-12-14,265.2,268.8,264.5,265.45,166688,2021,12,14,202112
MBAPL,INE900L01010,NSE,2021-12-14,180.55,184.7,175.2,178.15,8743,2021,12,14,202112
MBLINFRA,INE912H01013,NSE,2021-12-14,31.8,32.5,31.0,31.85,272822,2021,12,14,202112
MCDOWELL-N,INE854D01024,NSE,2021-12-14,914.25,938.9,910.0,926.25,1280644,2021,12,14,202112
MCL,INE813V01022,NSE,2021-12-14,35.35,35.35,33.9,34.35,25965,2021,12,14,202112
MCLEODRUSS,INE942G01012,NSE,2021-12-14,28.7,28.95,27.5,27.8,666189,2021,12,14,202112
MCX,INE745G01035,NSE,2021-12-14,1725.0,1808.85,1715.25,1787.65,1024635,2021,12,14,202112
MEDICAMEQ,INE646B01010,NSE,2021-12-14,819.0,837.0,787.75,797.55,50397,2021,12,14,202112
MENONBE,INE071D01033,NSE,2021-12-14,84.5,84.85,82.0,82.65,33562,2021,12,14,202112
METROPOLIS,INE112L01020,NSE,2021-12-14,3209.0,3305.0,3182.45,3268.95,247796,2021,12,14,202112
MFL,INE071N01016,NSE,2021-12-14,750.25,803.6,750.25,766.55,62581,2021,12,14,202112
MFSL,INE180A01020,NSE,2021-12-14,995.05,999.5,982.05,996.05,326854,2021,12,14,202112
MGL,INE002S01010,NSE,2021-12-14,903.1,915.45,897.55,913.8,792411,2021,12,14,202112
MHRIL,INE998I01010,NSE,2021-12-14,208.9,210.0,206.2,208.95,122389,2021,12,14,202112
MIDHANI,INE099Z01011,NSE,2021-12-14,185.65,186.6,184.7,185.0,76300,2021,12,14,202112
MINDACORP,INE842C01021,NSE,2021-12-14,171.75,174.4,169.55,170.85,637053,2021,12,14,202112
MINDAIND,INE405E01023,NSE,2021-12-14,1037.8,1073.5,1009.0,1033.25,1371026,2021,12,14,202112
MINDTECK,INE110B01017,NSE,2021-12-14,156.0,157.3,151.1,154.65,98358,2021,12,14,202112
MINDTREE,INE018I01017,NSE,2021-12-14,4599.0,4638.0,4540.0,4625.55,555346,2021,12,14,202112
MIRCELECTR,INE831A01028,NSE,2021-12-14,29.9,29.9,28.6,29.9,5267398,2021,12,14,202112
MIRZAINT,INE771A01026,NSE,2021-12-14,127.05,129.3,120.1,121.4,2013499,2021,12,14,202112
MITTAL,INE997Y01019,NSE,2021-12-14,10.2,10.45,10.05,10.35,38904,2021,12,14,202112
MMFL,INE227C01017,NSE,2021-12-14,756.15,788.0,752.45,769.35,6895,2021,12,14,202112
MMP,INE511Y01018,NSE,2021-12-14,149.35,151.55,147.75,149.75,5947,2021,12,14,202112
MMTC,INE123F01029,NSE,2021-12-14,43.1,43.8,43.0,43.15,735880,2021,12,14,202112
MODISNME,INE737D01021,NSE,2021-12-14,90.5,95.9,90.5,91.15,134551,2021,12,14,202112
MOGSEC,INF247L01AK4,NSE,2021-12-14,49.43,49.44,49.38,49.43,269,2021,12,14,202112
MOHITIND,INE954E01012,NSE,2021-12-14,15.45,15.45,14.25,15.45,120372,2021,12,14,202112
MOIL,INE490G01020,NSE,2021-12-14,173.0,174.3,170.85,172.3,364422,2021,12,14,202112
MOKSH,INE514Y01020,NSE,2021-12-14,45.95,45.95,42.85,43.2,677013,2021,12,14,202112
MOL,INE0CT101020,NSE,2021-12-14,108.1,113.0,108.1,110.45,751698,2021,12,14,202112
MOLDTECH,INE835B01035,NSE,2021-12-14,81.65,81.65,77.45,78.4,36710,2021,12,14,202112
MOLDTKPAC,INE893J01029,NSE,2021-12-14,818.7,821.65,785.0,793.2,77222,2021,12,14,202112
MOM100,INF247L01023,NSE,2021-12-14,33.39,33.39,32.5,32.96,49871,2021,12,14,202112
MOM50,INF247L01536,NSE,2021-12-14,174.99,174.99,169.47,172.03,437,2021,12,14,202112
MON100,INF247L01AP3,NSE,2021-12-14,119.71,121.5,119.15,120.15,839741,2021,12,14,202112
MONTECARLO,INE950M01013,NSE,2021-12-14,581.9,626.0,577.1,611.65,133665,2021,12,14,202112
MORARJEE,INE161G01027,NSE,2021-12-14,20.1,21.45,20.1,20.4,77932,2021,12,14,202112
MOREPENLAB,INE083A01026,NSE,2021-12-14,56.2,57.9,56.0,56.35,2102589,2021,12,14,202112
MOTHERSUMI,INE775A01035,NSE,2021-12-14,225.9,227.15,220.7,221.7,11164362,2021,12,14,202112
MOTILALOFS,INE338I01027,NSE,2021-12-14,931.95,947.1,930.8,940.2,104348,2021,12,14,202112
MOTOGENFIN,INE861B01023,NSE,2021-12-14,33.1,33.1,31.25,31.65,23502,2021,12,14,202112
MPHASIS,INE356A01018,NSE,2021-12-14,3230.0,3230.0,3130.0,3187.6,567038,2021,12,14,202112
MPSLTD,INE943D01017,NSE,2021-12-14,701.6,709.0,698.1,702.45,22433,2021,12,14,202112
MRF,INE883A01011,NSE,2021-12-14,73650.0,74200.0,73500.0,74111.85,5830,2021,12,14,202112
MRO-TEK,INE398B01018,NSE,2021-12-14,58.95,58.95,55.5,56.85,8068,2021,12,14,202112
MRPL,INE103A01014,NSE,2021-12-14,45.7,45.8,45.1,45.25,1182572,2021,12,14,202112
MSPL,INE752G01015,NSE,2021-12-14,10.0,10.95,9.95,10.1,2075857,2021,12,14,202112
MSTCLTD,INE255X01014,NSE,2021-12-14,353.8,357.9,346.3,348.2,246440,2021,12,14,202112
MTARTECH,INE864I01014,NSE,2021-12-14,2388.0,2409.85,2345.0,2357.55,107904,2021,12,14,202112
MTEDUCARE,INE472M01018,NSE,2021-12-14,9.25,10.8,9.1,10.8,4868356,2021,12,14,202112
MTNL,INE153A01019,NSE,2021-12-14,24.5,25.35,23.85,24.0,4788005,2021,12,14,202112
MUKANDLTD,INE304A01026,NSE,2021-12-14,129.8,132.85,128.0,130.35,91813,2021,12,14,202112
MUKTAARTS,INE374B01019,NSE,2021-12-14,54.0,54.0,50.65,51.55,21730,2021,12,14,202112
MUNJALAU,INE672B01032,NSE,2021-12-14,52.8,53.35,52.3,52.95,65918,2021,12,14,202112
MUNJALSHOW,INE577A01027,NSE,2021-12-14,127.0,128.45,125.8,126.85,10616,2021,12,14,202112
MURUDCERA,INE692B01014,NSE,2021-12-14,27.25,27.25,25.9,26.55,100445,2021,12,14,202112
MUTHOOTCAP,INE296G01013,NSE,2021-12-14,367.05,372.0,365.0,365.55,11881,2021,12,14,202112
MUTHOOTFIN,INE414G01012,NSE,2021-12-14,1490.0,1501.7,1453.55,1495.75,793589,2021,12,14,202112
NACLIND,INE295D01020,NSE,2021-12-14,76.8,82.7,76.0,81.1,668906,2021,12,14,202112
NAGAFERT,INE454M01024,NSE,2021-12-14,11.95,11.95,11.35,11.6,1130887,2021,12,14,202112
NAGREEKCAP,INE245I01016,NSE,2021-12-14,11.3,11.3,11.3,11.3,1000,2021,12,14,202112
NAGREEKEXP,INE123B01028,NSE,2021-12-14,35.9,36.35,34.85,35.55,4726,2021,12,14,202112
NAHARCAP,INE049I01012,NSE,2021-12-14,325.0,325.0,320.0,320.05,3579,2021,12,14,202112
NAHARINDUS,INE289A01011,NSE,2021-12-14,119.6,119.6,117.0,118.55,22812,2021,12,14,202112
NAHARPOLY,INE308A01027,NSE,2021-12-14,243.45,252.35,243.45,247.35,26508,2021,12,14,202112
NAM-INDIA,INE298J01013,NSE,2021-12-14,366.35,366.35,358.25,359.7,945804,2021,12,14,202112
NATCOPHARM,INE987B01026,NSE,2021-12-14,885.4,912.05,871.6,901.15,430886,2021,12,14,202112
NATHBIOGEN,INE448G01010,NSE,2021-12-14,272.0,272.0,265.2,266.7,23318,2021,12,14,202112
NATIONALUM,INE139A01034,NSE,2021-12-14,99.9,102.75,99.1,101.9,25884738,2021,12,14,202112
NAUKRI,INE663F01024,NSE,2021-12-14,5485.0,5505.0,5316.55,5366.05,743041,2021,12,14,202112
NAVINFLUOR,INE048G01026,NSE,2021-12-14,3921.0,3976.0,3885.65,3959.75,84533,2021,12,14,202112
NAVKARCORP,INE278M01019,NSE,2021-12-14,41.5,43.8,41.5,43.0,723374,2021,12,14,202112
NAVNETEDUL,INE060A01024,NSE,2021-12-14,97.8,101.95,97.15,97.65,189389,2021,12,14,202112
NBCC,INE095N01031,NSE,2021-12-14,45.75,45.95,45.3,45.55,3171146,2021,12,14,202112
NBIFIN,INE365I01020,NSE,2021-12-14,2402.65,2620.8,2401.0,2439.2,85,2021,12,14,202112
NBVENTURES,INE725A01022,NSE,2021-12-14,116.9,121.35,115.45,118.65,487928,2021,12,14,202112
NCC,INE868B01028,NSE,2021-12-14,75.5,76.2,74.7,75.25,1736409,2021,12,14,202112
NCLIND,INE732C01016,NSE,2021-12-14,217.05,223.3,216.6,221.85,63101,2021,12,14,202112
NCPSESDL24,INF204KB18W4,NSE,2021-12-14,107.38,107.44,107.38,107.42,26447,2021,12,14,202112
NDGL,INE756C01015,NSE,2021-12-14,1378.65,1429.0,1378.0,1419.85,262,2021,12,14,202112
NDL,INE875G01030,NSE,2021-12-14,108.0,120.7,107.25,120.3,824233,2021,12,14,202112
NDRAUTO,INE07OG01012,NSE,2021-12-14,326.5,332.0,325.0,327.45,11588,2021,12,14,202112
NDTV,INE155G01029,NSE,2021-12-14,111.45,132.1,111.0,132.1,3771217,2021,12,14,202112
NECCLTD,INE553C01016,NSE,2021-12-14,22.3,23.2,22.05,22.2,300176,2021,12,14,202112
NECLIFE,INE023H01027,NSE,2021-12-14,26.45,27.8,26.3,27.05,387471,2021,12,14,202112
NELCAST,INE189I01024,NSE,2021-12-14,82.0,85.2,81.25,83.85,308987,2021,12,14,202112
NEOGEN,INE136S01016,NSE,2021-12-14,1719.9,1734.1,1700.0,1715.7,28451,2021,12,14,202112
NESCO,INE317F01035,NSE,2021-12-14,589.7,615.0,589.7,606.8,48378,2021,12,14,202112
NESTLEIND,INE239A01016,NSE,2021-12-14,18953.1,19322.95,18913.4,19238.8,69067,2021,12,14,202112
NETF,INF277K015R5,NSE,2021-12-14,180.38,181.0,177.0,178.55,600,2021,12,14,202112
NETFCONSUM,INF204KA1LD7,NSE,2021-12-14,76.54,78.18,76.04,76.3,1606,2021,12,14,202112
NETFDIVOPP,INF204KA1MS3,NSE,2021-12-14,43.41,46.85,43.41,45.09,1699,2021,12,14,202112
NETFGILT5Y,INF204KC1030,NSE,2021-12-14,49.42,49.5,49.4,49.44,10408,2021,12,14,202112
NETFIT,INF204KB15V2,NSE,2021-12-14,36.97,37.0,36.5,36.78,488222,2021,12,14,202112
NETFLTGILT,INF204KB1882,NSE,2021-12-14,23.4,23.4,22.83,22.92,20036,2021,12,14,202112
NETFMID150,INF204KB1V68,NSE,2021-12-14,119.64,119.64,117.51,118.89,63158,2021,12,14,202112
NETFNIF100,INF204K014N5,NSE,2021-12-14,180.77,182.52,178.16,181.39,680,2021,12,14,202112
NETFNV20,INF204KB18I3,NSE,2021-12-14,97.1,98.69,97.1,97.67,1716,2021,12,14,202112
NETFPHARMA,INF204KC1089,NSE,2021-12-14,13.6,13.65,13.48,13.6,253566,2021,12,14,202112
NETFSDL26,INF204KC1022,NSE,2021-12-14,107.08,107.17,107.03,107.08,1679,2021,12,14,202112
NETWORK18,INE870H01013,NSE,2021-12-14,105.2,113.4,104.55,108.8,11539208,2021,12,14,202112
NEULANDLAB,INE794A01010,NSE,2021-12-14,1660.0,1680.8,1595.0,1601.1,34440,2021,12,14,202112
NEWGEN,INE619B01017,NSE,2021-12-14,602.0,615.0,594.9,603.0,87107,2021,12,14,202112
NEXTMEDIA,INE747B01016,NSE,2021-12-14,10.45,10.45,10.45,10.45,27695,2021,12,14,202112
NFL,INE870D01012,NSE,2021-12-14,51.65,53.75,51.5,53.25,1521698,2021,12,14,202112
NH,INE410P01011,NSE,2021-12-14,572.25,608.0,568.6,601.75,631693,2021,12,14,202112
NHPC,INE848E01016,NSE,2021-12-14,31.6,32.0,31.5,31.65,2628857,2021,12,14,202112
NIACL,INE470Y01017,NSE,2021-12-14,145.4,146.85,143.5,144.05,158941,2021,12,14,202112
NIBL,INE047O01014,NSE,2021-12-14,24.9,25.4,22.75,24.95,26363,2021,12,14,202112
NIFTYBEES,INF204KB14I2,NSE,2021-12-14,188.15,192.4,184.91,187.33,1054763,2021,12,14,202112
NIITLTD,INE161A01038,NSE,2021-12-14,434.0,443.9,429.05,433.45,1608415,2021,12,14,202112
NILKAMAL,INE310A01015,NSE,2021-12-14,2471.0,2530.0,2457.65,2514.0,5339,2021,12,14,202112
NIPPOBATRY,INE567A01028,NSE,2021-12-14,439.25,446.15,429.0,432.9,3139,2021,12,14,202112
NIRAJ,INE368I01016,NSE,2021-12-14,34.1,35.35,34.1,35.1,4125,2021,12,14,202112
NITCO,INE858F01012,NSE,2021-12-14,27.0,29.05,26.0,28.05,391634,2021,12,14,202112
NITINSPIN,INE229H01012,NSE,2021-12-14,249.9,257.0,247.0,251.5,98361,2021,12,14,202112
NKIND,INE542C01019,NSE,2021-12-14,35.0,35.0,32.1,33.55,3591,2021,12,14,202112
NLCINDIA,INE589A01014,NSE,2021-12-14,60.2,61.3,60.0,60.65,946659,2021,12,14,202112
NMDC,INE584A01023,NSE,2021-12-14,138.8,140.35,137.5,138.65,16673360,2021,12,14,202112
NOCIL,INE163A01018,NSE,2021-12-14,244.4,247.8,241.5,245.8,385237,2021,12,14,202112
NOIDATOLL,INE781B01015,NSE,2021-12-14,8.35,8.35,8.05,8.15,80407,2021,12,14,202112
NORBTEAEXP,INE369C01017,NSE,2021-12-14,8.55,8.55,8.3,8.3,958,2021,12,14,202112
NOVARTIND,INE234A01025,NSE,2021-12-14,797.95,812.75,788.05,794.25,12453,2021,12,14,202112
NPBET,INF277K010X4,NSE,2021-12-14,187.5,192.91,187.5,189.66,375,2021,12,14,202112
NRAIL,INE740D01017,NSE,2021-12-14,258.3,261.55,252.1,260.95,6300,2021,12,14,202112
NRBBEARING,INE349A01021,NSE,2021-12-14,167.8,168.4,163.0,164.15,281128,2021,12,14,202112
NSIL,INE023A01030,NSE,2021-12-14,1586.0,1630.0,1569.2,1615.65,990,2021,12,14,202112
NTPC,INE733E01010,NSE,2021-12-14,125.0,127.45,125.0,126.35,11649242,2021,12,14,202112
NUCLEUS,INE096B01018,NSE,2021-12-14,506.5,513.55,505.15,510.1,24772,2021,12,14,202112
NURECA,INE0DSF01015,NSE,2021-12-14,1493.0,1497.8,1476.3,1487.8,2590,2021,12,14,202112
NUVOCO,INE118D01016,NSE,2021-12-14,523.1,534.0,523.1,533.1,176509,2021,12,14,202112
NXTDIGITAL,INE353A01023,NSE,2021-12-14,395.0,404.95,387.8,398.0,34908,2021,12,14,202112
NYKAA,INE388Y01029,NSE,2021-12-14,2080.0,2081.75,1980.0,2015.6,2016730,2021,12,14,202112
OAL,INE959C01023,NSE,2021-12-14,778.0,778.0,751.0,755.7,4799,2021,12,14,202112
OBEROIRLTY,INE093I01010,NSE,2021-12-14,884.85,892.5,868.0,886.1,530972,2021,12,14,202112
OCCL,INE321D01016,NSE,2021-12-14,961.0,974.8,954.3,963.4,3924,2021,12,14,202112
OFSS,INE881D01027,NSE,2021-12-14,4274.0,4329.8,4250.2,4298.35,152238,2021,12,14,202112
OIL,INE274J01014,NSE,2021-12-14,201.4,202.9,199.0,199.95,644894,2021,12,14,202112
OMAXAUTO,INE090B01011,NSE,2021-12-14,52.0,54.8,50.65,53.0,128216,2021,12,14,202112
OMAXE,INE800H01010,NSE,2021-12-14,72.05,73.35,71.55,72.4,14651,2021,12,14,202112
OMINFRAL,INE239D01028,NSE,2021-12-14,33.2,33.3,32.25,32.5,46260,2021,12,14,202112
ONELIFECAP,INE912L01015,NSE,2021-12-14,15.6,15.75,15.3,15.75,43029,2021,12,14,202112
ONGC,INE213A01029,NSE,2021-12-14,144.25,147.45,143.95,146.9,12331999,2021,12,14,202112
ONMOBILE,INE809I01019,NSE,2021-12-14,105.1,107.25,104.85,106.3,181701,2021,12,14,202112
ONWARDTEC,INE229A01017,NSE,2021-12-14,274.9,283.7,270.65,283.7,12634,2021,12,14,202112
OPTIEMUS,INE350C01017,NSE,2021-12-14,355.0,355.15,343.0,344.15,68237,2021,12,14,202112
ORBTEXP,INE231G01010,NSE,2021-12-14,71.15,71.35,69.95,71.0,6333,2021,12,14,202112
ORICONENT,INE730A01022,NSE,2021-12-14,39.4,41.3,36.8,39.75,561680,2021,12,14,202112
ORIENTABRA,INE569C01020,NSE,2021-12-14,28.4,28.4,27.5,27.85,98775,2021,12,14,202112
ORIENTALTL,INE998H01012,NSE,2021-12-14,11.25,11.6,10.8,11.25,333191,2021,12,14,202112
ORIENTBELL,INE607D01018,NSE,2021-12-14,364.95,374.6,357.1,364.1,18205,2021,12,14,202112
ORIENTCEM,INE876N01018,NSE,2021-12-14,168.1,170.1,166.5,167.7,481514,2021,12,14,202112
ORIENTELEC,INE142Z01019,NSE,2021-12-14,377.35,392.0,375.7,389.7,392854,2021,12,14,202112
ORIENTHOT,INE750A01020,NSE,2021-12-14,40.8,41.2,39.85,40.6,122590,2021,12,14,202112
ORIENTLTD,INE609C01024,NSE,2021-12-14,79.1,79.7,74.0,75.0,18601,2021,12,14,202112
ORIENTPPR,INE592A01026,NSE,2021-12-14,32.3,32.75,31.8,32.25,906953,2021,12,14,202112
ORISSAMINE,INE725E01024,NSE,2021-12-14,2505.0,2539.05,2450.0,2476.0,8446,2021,12,14,202112
ORTINLAB,INE749B01020,NSE,2021-12-14,30.4,36.8,29.7,36.8,1391984,2021,12,14,202112
OSWALAGRO,INE142A01012,NSE,2021-12-14,37.25,37.25,33.75,35.25,760133,2021,12,14,202112
PAGEIND,INE761H01022,NSE,2021-12-14,40000.0,40479.95,36090.0,40299.35,23083,2021,12,14,202112
PAISALO,INE420C01042,NSE,2021-12-14,910.15,941.15,900.7,910.15,35971,2021,12,14,202112
PALASHSECU,INE471W01019,NSE,2021-12-14,84.3,84.3,79.9,81.4,9835,2021,12,14,202112
PANACEABIO,INE922B01023,NSE,2021-12-14,197.5,207.35,197.3,207.35,195024,2021,12,14,202112
PANACHE,INE895W01019,NSE,2021-12-14,72.35,76.9,68.3,69.0,41977,2021,12,14,202112
PANAMAPET,INE305C01029,NSE,2021-12-14,253.4,259.0,251.05,254.6,83770,2021,12,14,202112
