symbol,isin,exchange,date,open,high,low,close,volume,year,month,day,ym
HONDAPOWER,INE634A01018,NSE,2021-12-14,1372.2,1385.0,1341.0,1345.75,4659,2021,12,14,202112
HOVS,INE596H01014,NSE,2021-12-14,62.35,68.0,60.0,66.65,81338,2021,12,14,202112
HPL,INE495S01016,NSE,2021-12-14,65.2,72.0,65.2,70.65,609479,2021,12,14,202112
HSCL,INE019C01026,NSE,2021-12-14,46.35,46.8,45.8,45.9,2183957,2021,12,14,202112
HSIL,INE415A01038,NSE,2021-12-14,220.0,224.0,217.0,221.85,80582,2021,12,14,202112
HTMEDIA,INE501G01024,NSE,2021-12-14,26.75,28.65,26.25,27.9,1730450,2021,12,14,202112
HUBTOWN,INE703H01016,NSE,2021-12-14,41.5,41.5,41.5,41.5,68225,2021,12,14,202112
HUDCO,INE031A01017,NSE,2021-12-14,41.0,41.5,41.0,41.1,1136988,2021,12,14,202112
HUHTAMAKI,INE275B01026,NSE,2021-12-14,224.8,224.85,222.1,223.65,28810,2021,12,14,202112
IBMFNIFTY,INF666M01FS5,NSE,2021-12-14,189.9,189.9,184.0,184.5,898,2021,12,14,202112
IBREALEST,INE069I01010,NSE,2021-12-14,175.35,179.3,173.9,175.05,10310727,2021,12,14,202112
IBULHSGFIN,INE148I01020,NSE,2021-12-14,257.0,268.0,255.15,264.15,19472605,2021,12,14,202112
ICEMAKE,INE520Y01019,NSE,2021-12-14,62.0,63.1,61.4,61.8,5912,2021,12,14,202112
ICICI500,INF109KC1V59,NSE,2021-12-14,25.2,25.2,24.71,24.9,1442774,2021,12,14,202112
ICICIALPLV,INF109KC1N59,NSE,2021-12-14,175.9,176.48,173.25,173.97,7747,2021,12,14,202112
ICICIB22,INF109KB15Y7,NSE,2021-12-14,44.8,45.54,44.8,45.35,96479,2021,12,14,202112
ICICIBANK,INE090A01021,NSE,2021-12-14,751.05,764.35,746.3,758.65,17488089,2021,12,14,202112
ICICIBANKN,INF109KC1E27,NSE,2021-12-14,378.0,378.0,365.0,368.45,2202,2021,12,14,202112
ICICIBANKP,INF109KC1E35,NSE,2021-12-14,185.0,186.39,184.39,185.75,9397,2021,12,14,202112
ICICICONSU,INF109KC1V42,NSE,2021-12-14,72.5,72.5,69.23,70.44,3178,2021,12,14,202112
ICICIFMCG,INF109KC1R48,NSE,2021-12-14,379.52,380.79,376.27,378.2,588,2021,12,14,202112
ICICIGI,INE765G01017,NSE,2021-12-14,1423.6,1438.95,1406.9,1434.95,496630,2021,12,14,202112
ICICIGOLD,INF109KC1NT3,NSE,2021-12-14,42.55,42.98,42.55,42.75,420698,2021,12,14,202112
ICICILIQ,INF109KC1KT9,NSE,2021-12-14,1005.0,1008.9,999.99,1000.0,6037,2021,12,14,202112
ICICILOVOL,INF109KB10T8,NSE,2021-12-14,139.49,139.49,136.01,138.51,141388,2021,12,14,202112
ICICIM150,INF109KC1G82,NSE,2021-12-14,119.49,119.49,117.77,118.39,12101,2021,12,14,202112
ICICIMCAP,INF109KB1XT3,NSE,2021-12-14,107.2,107.2,105.14,105.94,6985,2021,12,14,202112
ICICINF100,INF109KA1962,NSE,2021-12-14,191.5,191.64,190.15,190.95,16269,2021,12,14,202112
ICICINIFTY,INF109K012R6,NSE,2021-12-14,186.8,186.8,185.2,186.23,181493,2021,12,14,202112
ICICINV20,INF109KB1WY5,NSE,2021-12-14,95.59,95.59,94.11,94.81,16500,2021,12,14,202112
ICICINXT50,INF109KC1NS5,NSE,2021-12-14,44.19,44.19,43.31,43.63,22791,2021,12,14,202112
ICICIPHARM,INF109KC1Q72,NSE,2021-12-14,85.55,86.45,85.55,86.07,23336,2021,12,14,202112
ICICIPRULI,INE726G01019,NSE,2021-12-14,565.65,577.75,563.1,576.5,1916743,2021,12,14,202112
ICICISENSX,INF346A01034,NSE,2021-12-14,635.46,635.46,628.51,631.12,796,2021,12,14,202112
ICICITECH,INF109KC1N67,NSE,2021-12-14,362.55,370.23,362.55,368.11,55075,2021,12,14,202112
ICIL,INE483B01026,NSE,2021-12-14,260.65,260.7,252.0,255.7,339526,2021,12,14,202112
ICRA,INE725G01011,NSE,2021-12-14,3495.75,3548.0,3480.0,3502.7,746,2021,12,14,202112
IDBI,INE008A01015,NSE,2021-12-14,50.95,52.15,50.25,51.25,11971542,2021,12,14,202112
IDBIGOLD,INF397L01554,NSE,2021-12-14,4445.9,4445.9,4377.0,4400.35,66,2021,12,14,202112
IDEA,INE669E01016,NSE,2021-12-14,15.35,16.1,15.0,15.25,358293222,2021,12,14,202112
IDFC,INE043D01016,NSE,2021-12-14,53.05,54.8,52.5,53.95,6875546,2021,12,14,202112
IDFCFIRSTB,INE092T01019,NSE,2021-12-14,50.8,51.25,50.0,50.8,17818067,2021,12,14,202112
IDFNIFTYET,INF194KA1U07,NSE,2021-12-14,181.62,182.3,181.62,181.85,7,2021,12,14,202112
IEX,INE022Q01020,NSE,2021-12-14,281.0,285.0,276.6,278.95,21638654,2021,12,14,202112
IFBAGRO,INE076C01018,NSE,2021-12-14,630.0,652.0,624.75,633.8,9765,2021,12,14,202112
IFBIND,INE559A01017,NSE,2021-12-14,1143.0,1184.0,1143.0,1167.45,7827,2021,12,14,202112
IFCI,INE039A01010,NSE,2021-12-14,17.6,18.4,17.5,17.9,21786785,2021,12,14,202112
IFGLEXPOR,INE133Y01011,NSE,2021-12-14,297.9,297.95,292.05,294.8,9251,2021,12,14,202112
IGARASHI,INE188B01013,NSE,2021-12-14,525.5,534.85,520.0,522.65,43779,2021,12,14,202112
IGL,INE203G01027,NSE,2021-12-14,498.7,512.5,496.15,510.85,1805110,2021,12,14,202112
IGPL,INE204A01010,NSE,2021-12-14,724.55,746.8,724.55,737.45,19326,2021,12,14,202112
IIFL,INE530B01024,NSE,2021-12-14,305.0,313.7,303.9,312.3,1109193,2021,12,14,202112
IIFLSEC,INE489L01022,NSE,2021-12-14,93.5,94.4,92.25,92.8,175657,2021,12,14,202112
IIFLWAM,INE466L01020,NSE,2021-12-14,1477.0,1490.0,1415.0,1473.4,19688,2021,12,14,202112
IMFA,INE919H01018,NSE,2021-12-14,811.05,896.5,798.8,895.8,216138,2021,12,14,202112
IMPAL,INE547E01014,NSE,2021-12-14,779.95,800.0,772.0,791.85,5742,2021,12,14,202112
INCREDIBLE,INE452L01012,NSE,2021-12-14,26.8,27.5,26.2,26.35,6653,2021,12,14,202112
INDBANK,INE841B01017,NSE,2021-12-14,23.1,23.2,22.5,23.05,35294,2021,12,14,202112
INDHOTEL,INE053A01029,NSE,2021-12-14,198.2,202.6,197.25,198.15,4832344,2021,12,14,202112
INDIACEM,INE383A01012,NSE,2021-12-14,191.5,194.9,189.75,194.25,1143579,2021,12,14,202112
INDIAGLYCO,INE560A01015,NSE,2021-12-14,870.0,884.9,855.05,860.25,31677,2021,12,14,202112
INDIAMART,INE933S01016,NSE,2021-12-14,7165.0,7200.0,7101.0,7118.15,33989,2021,12,14,202112
INDIANB,INE562A01011,NSE,2021-12-14,156.9,158.15,153.5,154.5,2513614,2021,12,14,202112
INDIANCARD,INE061A01014,NSE,2021-12-14,189.0,189.0,183.0,183.25,219,2021,12,14,202112
INDIANHUME,INE323C01030,NSE,2021-12-14,199.05,204.9,196.25,202.25,46824,2021,12,14,202112
INDIGO,INE646L01027,NSE,2021-12-14,1990.0,2025.0,1961.05,1977.5,932488,2021,12,14,202112
INDIGOPNTS,INE09VQ01012,NSE,2021-12-14,2050.0,2069.65,2027.05,2052.25,16928,2021,12,14,202112
INDLMETER,INE065B01013,NSE,2021-12-14,16.9,19.9,16.75,19.65,2481873,2021,12,14,202112
INDNIPPON,INE092B01025,NSE,2021-12-14,378.2,384.7,377.05,380.05,10816,2021,12,14,202112
INDOCO,INE873D01024,NSE,2021-12-14,432.2,442.8,430.2,432.15,76318,2021,12,14,202112
INDORAMA,INE156A01020,NSE,2021-12-14,55.7,56.15,53.9,55.0,86210,2021,12,14,202112
INDOSTAR,INE896L01010,NSE,2021-12-14,266.95,269.95,258.15,265.75,59827,2021,12,14,202112
INDOTECH,INE332H01014,NSE,2021-12-14,214.0,221.9,212.55,218.6,27402,2021,12,14,202112
INDOTHAI,INE337M01013,NSE,2021-12-14,179.0,191.8,174.1,188.6,219567,2021,12,14,202112
INDRAMEDCO,INE681B01017,NSE,2021-12-14,77.35,80.1,77.0,79.3,418694,2021,12,14,202112
INDSWFTLAB,INE915B01019,NSE,2021-12-14,73.4,74.4,72.2,73.4,106854,2021,12,14,202112
INDSWFTLTD,INE788B01028,NSE,2021-12-14,11.6,12.45,11.6,12.3,70245,2021,12,14,202112
INDTERRAIN,INE611L01021,NSE,2021-12-14,64.5,69.0,61.85,68.0,911127,2021,12,14,202112
INDUSINDBK,INE095A01012,NSE,2021-12-14,932.0,949.15,924.2,946.05,2725729,2021,12,14,202112
INDUSTOWER,INE121J01017,NSE,2021-12-14,271.0,271.0,265.4,266.15,2911351,2021,12,14,202112
INEOSSTYRO,INE189B01011,NSE,2021-12-14,1396.9,1396.9,1359.95,1367.85,8620,2021,12,14,202112
INFIBEAM,INE483S01020,NSE,2021-12-14,41.6,43.15,41.35,42.1,2415178,2021,12,14,202112
INFRABEES,INF732E01268,NSE,2021-12-14,529.61,534.61,519.1,523.37,1407,2021,12,14,202112
INFY,INE009A01021,NSE,2021-12-14,1730.9,1763.0,1710.35,1752.15,4768144,2021,12,14,202112
INGERRAND,INE177A01018,NSE,2021-12-14,1226.3,1237.15,1197.55,1210.9,12876,2021,12,14,202112
INOXLEISUR,INE312H01016,NSE,2021-12-14,390.0,415.0,381.0,409.7,874393,2021,12,14,202112
INOXWIND,INE066P01011,NSE,2021-12-14,133.9,134.75,132.2,132.95,877056,2021,12,14,202112
INSECTICID,INE070I01018,NSE,2021-12-14,662.65,666.85,641.65,647.4,7433,2021,12,14,202112
INSPIRISYS,INE020G01017,NSE,2021-12-14,67.35,71.0,67.35,67.6,146072,2021,12,14,202112
INTELLECT,INE306R01017,NSE,2021-12-14,691.75,693.4,670.85,676.95,159565,2021,12,14,202112
INTENTECH,INE781A01025,NSE,2021-12-14,79.85,80.0,74.75,76.15,117505,2021,12,14,202112
INTLCONV,INE575C01027,NSE,2021-12-14,75.1,75.5,70.55,71.75,271243,2021,12,14,202112
INVENTURE,INE878H01024,NSE,2021-12-14,2.55,2.55,2.45,2.55,6183941,2021,12,14,202112
IOB,INE565A01014,NSE,2021-12-14,22.05,22.2,21.6,21.65,7861100,2021,12,14,202112
IOC,INE242A01010,NSE,2021-12-14,119.0,119.2,117.15,117.9,11614836,2021,12,14,202112
IOLCP,INE485C01011,NSE,2021-12-14,458.8,467.45,456.0,463.35,126374,2021,12,14,202112
IPCALAB,INE571A01020,NSE,2021-12-14,2030.0,2044.7,2014.0,2031.0,502193,2021,12,14,202112
IPL,INE0D6701023,NSE,2021-12-14,315.65,323.4,312.6,321.35,336950,2021,12,14,202112
IRB,INE821I01014,NSE,2021-12-14,222.0,226.05,217.2,219.25,827825,2021,12,14,202112
IRCON,INE962Y01021,NSE,2021-12-14,47.45,47.6,46.95,47.05,4083288,2021,12,14,202112
IRCTC,INE335Y01020,NSE,2021-12-14,860.0,860.0,843.0,855.05,3374432,2021,12,14,202112
IRFC,INE053F01010,NSE,2021-12-14,23.4,23.65,23.4,23.45,4350221,2021,12,14,202112
IRIS,INE864K01010,NSE,2021-12-14,130.0,132.0,125.1,127.95,17379,2021,12,14,202112
IRISDOREME,INE01GN01017,NSE,2021-12-14,213.95,215.8,206.45,211.25,3038,2021,12,14,202112
ISEC,INE763G01038,NSE,2021-12-14,789.9,791.9,765.3,785.55,374983,2021,12,14,202112
ISFT,INE566K01011,NSE,2021-12-14,214.0,215.5,207.4,214.45,81996,2021,12,14,202112
ISGEC,INE858B01029,NSE,2021-12-14,592.0,596.6,580.0,591.25,33379,2021,12,14,202112
ISMTLTD,INE732F01019,NSE,2021-12-14,51.45,51.95,49.5,51.95,452084,2021,12,14,202112
ITC,INE154A01025,NSE,2021-12-14,235.0,237.1,227.55,228.6,37508445,2021,12,14,202112
ITDC,INE353K01014,NSE,2021-12-14,381.4,383.45,374.05,381.4,13229,2021,12,14,202112
ITDCEM,INE686A01026,NSE,2021-12-14,81.4,82.4,80.1,81.55,327662,2021,12,14,202112
ITI,INE248A01017,NSE,2021-12-14,118.5,119.35,117.2,117.8,211637,2021,12,14,202112
IVC,INE050B01023,NSE,2021-12-14,8.95,9.8,8.4,9.8,1441484,2021,12,14,202112
IVP,INE043C01018,NSE,2021-12-14,136.95,140.0,135.1,139.55,60958,2021,12,14,202112
IVZINGOLD,INF205K01361,NSE,2021-12-14,4354.85,4354.85,4272.0,4300.05,104,2021,12,14,202112
IVZINNIFTY,INF205K01DA9,NSE,2021-12-14,1852.0,1920.0,1852.0,1879.85,14,2021,12,14,202112
IZMO,INE848A01014,NSE,2021-12-14,79.6,83.5,76.4,79.4,165701,2021,12,14,202112
J&KBANK,INE168A01041,NSE,2021-12-14,37.95,38.2,37.5,37.7,1770734,2021,12,14,202112
JAGRAN,INE199G01027,NSE,2021-12-14,66.3,67.0,64.7,65.2,93548,2021,12,14,202112
JAGSNPHARM,INE048B01027,NSE,2021-12-14,163.0,183.8,162.0,181.85,860904,2021,12,14,202112
JAIBALAJI,INE091G01018,NSE,2021-12-14,58.5,59.9,57.65,59.65,61558,2021,12,14,202112
JAICORPLTD,INE070D01027,NSE,2021-12-14,136.2,138.15,134.3,135.15,2012659,2021,12,14,202112
JAIPURKURT,INE696V01013,NSE,2021-12-14,88.0,88.05,88.0,88.05,5579,2021,12,14,202112
JAMNAAUTO,INE039C01032,NSE,2021-12-14,112.85,114.35,110.55,111.15,1009102,2021,12,14,202112
JASH,INE039O01011,NSE,2021-12-14,459.0,459.0,445.9,450.1,7290,2021,12,14,202112
JAYAGROGN,INE785A01026,NSE,2021-12-14,222.0,226.0,218.8,223.4,15155,2021,12,14,202112
JAYBARMARU,INE571B01028,NSE,2021-12-14,182.0,185.5,181.25,183.05,25388,2021,12,14,202112
JAYSREETEA,INE364A01020,NSE,2021-12-14,101.3,102.8,100.05,101.55,32267,2021,12,14,202112
JBCHEPHARM,INE572A01028,NSE,2021-12-14,1634.0,1634.0,1566.75,1579.35,89229,2021,12,14,202112
JBFIND,INE187A01017,NSE,2021-12-14,20.9,21.4,20.9,20.9,702975,2021,12,14,202112
JBMA,INE927D01028,NSE,2021-12-14,1118.65,1133.6,1100.6,1110.9,67676,2021,12,14,202112
JCHAC,INE782A01015,NSE,2021-12-14,1924.95,2011.4,1900.9,1946.05,15051,2021,12,14,202112
JHS,INE544H01014,NSE,2021-12-14,23.75,24.15,23.5,23.85,178237,2021,12,14,202112
JINDALPHOT,INE796G01012,NSE,2021-12-14,307.05,307.05,307.05,307.05,11835,2021,12,14,202112
JINDALPOLY,INE197D01010,NSE,2021-12-14,1180.0,1224.95,1163.0,1186.5,135272,2021,12,14,202112
JINDALSAW,INE324A01024,NSE,2021-12-14,103.5,104.6,101.4,101.95,1226259,2021,12,14,202112
JINDALSTEL,INE749A01030,NSE,2021-12-14,390.5,401.0,389.6,399.1,5193670,2021,12,14,202112
JINDRILL,INE742C01031,NSE,2021-12-14,129.65,134.55,129.6,131.6,16011,2021,12,14,202112
JINDWORLD,INE247D01039,NSE,2021-12-14,191.5,199.0,190.0,194.35,189235,2021,12,14,202112
JISLJALEQS,INE175A01038,NSE,2021-12-14,43.2,43.5,42.15,42.95,1244726,2021,12,14,202112
JKCEMENT,INE823G01014,NSE,2021-12-14,3406.05,3565.05,3381.15,3480.0,73427,2021,12,14,202112
JKIL,INE576I01022,NSE,2021-12-14,172.0,174.0,171.0,171.35,79984,2021,12,14,202112
JKLAKSHMI,INE786A01032,NSE,2021-12-14,627.4,632.35,615.05,617.45,150495,2021,12,14,202112
JKPAPER,INE789E01012,NSE,2021-12-14,216.4,220.15,214.5,216.6,410196,2021,12,14,202112
JKTYRE,INE573A01042,NSE,2021-12-14,141.0,141.6,139.2,139.7,431906,2021,12,14,202112
JMA,INE412C01023,NSE,2021-12-14,66.55,68.5,65.65,67.75,13622,2021,12,14,202112
JMCPROJECT,INE890A01024,NSE,2021-12-14,104.0,104.0,95.1,98.35,109376,2021,12,14,202112
JMFINANCIL,INE780C01023,NSE,2021-12-14,73.55,74.4,71.8,72.1,1662951,2021,12,14,202112
JOCIL,INE839G01010,NSE,2021-12-14,210.75,213.0,207.0,208.4,17444,2021,12,14,202112
JPASSOCIAT,INE455F01025,NSE,2021-12-14,10.45,11.1,10.3,11.05,17778644,2021,12,14,202112
JPINFRATEC,INE099J01015,NSE,2021-12-14,2.6,2.65,2.55,2.65,7768989,2021,12,14,202112
JPPOWER,INE351F01018,NSE,2021-12-14,6.0,6.15,5.6,5.8,121282644,2021,12,14,202112
JSL,INE220G01021,NSE,2021-12-14,183.75,192.45,181.65,190.25,2415516,2021,12,14,202112
JSLHISAR,INE455T01018,NSE,2021-12-14,334.9,339.0,330.0,332.05,212235,2021,12,14,202112
JSWHL,INE824G01012,NSE,2021-12-14,4279.95,4280.0,4181.45,4209.7,253,2021,12,14,202112
JSWISPL,INE743C01021,NSE,2021-12-14,37.5,39.0,36.95,38.55,3380919,2021,12,14,202112
JSWSTEEL,INE019A01038,NSE,2021-12-14,665.55,676.0,661.25,670.3,2942047,2021,12,14,202112
JTEKTINDIA,INE643A01035,NSE,2021-12-14,93.15,97.7,91.8,95.75,483161,2021,12,14,202112
JUBLFOOD,INE797F01012,NSE,2021-12-14,3728.05,3760.95,3666.55,3752.9,393511,2021,12,14,202112
JUBLINDS,INE645L01011,NSE,2021-12-14,514.7,516.85,508.1,509.85,16344,2021,12,14,202112
JUBLINGREA,INE0BY001018,NSE,2021-12-14,582.35,589.9,575.75,578.4,302085,2021,12,14,202112
JUBLPHARMA,INE700A01033,NSE,2021-12-14,592.0,602.05,589.0,591.25,70564,2021,12,14,202112
JUMPNET,INE974C01022,NSE,2021-12-14,10.0,10.0,9.25,9.3,2291731,2021,12,14,202112
JUNIORBEES,INF732E01045,NSE,2021-12-14,456.0,456.0,441.0,450.01,66859,2021,12,14,202112
JUSTDIAL,INE599M01018,NSE,2021-12-14,832.0,885.0,825.9,872.55,2781888,2021,12,14,202112
JYOTHYLAB,INE668F01031,NSE,2021-12-14,149.55,156.6,148.6,155.1,1133852,2021,12,14,202112
KABRAEXTRU,INE900B01029,NSE,2021-12-14,334.9,351.8,334.85,342.9,234061,2021,12,14,202112
KAJARIACER,INE217B01036,NSE,2021-12-14,1181.95,1213.0,1180.25,1203.65,182735,2021,12,14,202112
KAKATCEM,INE437B01014,NSE,2021-12-14,217.6,222.75,217.6,220.65,5297,2021,12,14,202112
KALPATPOWR,INE220B01022,NSE,2021-12-14,378.0,379.8,375.15,375.95,110150,2021,12,14,202112
KALYANKJIL,INE303R01014,NSE,2021-12-14,69.9,70.8,69.45,69.8,482990,2021,12,14,202112
KAMATHOTEL,INE967C01018,NSE,2021-12-14,54.2,54.2,50.1,51.55,67872,2021,12,14,202112
KAMDHENU,INE390H01012,NSE,2021-12-14,235.6,238.2,230.4,231.3,45303,2021,12,14,202112
KANANIIND,INE879E01037,NSE,2021-12-14,10.8,10.8,10.05,10.15,21818,2021,12,14,202112
KANORICHEM,INE138C01024,NSE,2021-12-14,161.35,163.95,155.1,157.05,22892,2021,12,14,202112
KANPRPLA,INE694E01014,NSE,2021-12-14,133.0,134.85,131.05,133.65,7313,2021,12,14,202112
KANSAINER,INE531A01024,NSE,2021-12-14,595.5,595.95,585.2,587.9,107583,2021,12,14,202112
KAPSTON,INE542Z01010,NSE,2021-12-14,88.0,90.0,85.4,88.2,1111,2021,12,14,202112
KARDA,INE278R01034,NSE,2021-12-14,17.95,18.35,17.2,17.35,3950674,2021,12,14,202112
KARMAENG,INE725L01011,NSE,2021-12-14,24.95,25.1,24.95,25.1,12547,2021,12,14,202112
KARURVYSYA,INE036D01028,NSE,2021-12-14,49.7,50.25,49.4,49.55,1216456,2021,12,14,202112
KAUSHALYA,INE234I01010,NSE,2021-12-14,2.75,2.95,2.75,2.95,19370,2021,12,14,202112
KAYA,INE587G01015,NSE,2021-12-14,466.5,466.5,453.25,455.05,8982,2021,12,14,202112
KCP,INE805C01028,NSE,2021-12-14,132.95,132.95,130.8,131.65,54611,2021,12,14,202112
KCPSUGIND,INE790B01024,NSE,2021-12-14,22.5,22.8,22.2,22.55,195234,2021,12,14,202112
KDDL,INE291D01011,NSE,2021-12-14,835.0,899.0,828.0,866.3,60946,2021,12,14,202112
KEC,INE389H01022,NSE,2021-12-14,438.45,454.4,433.1,450.2,541747,2021,12,14,202112
KEERTI,INE586X01012,NSE,2021-12-14,18.6,20.0,18.4,19.5,32530,2021,12,14,202112
KEI,INE878B01027,NSE,2021-12-14,1080.1,1150.35,1079.1,1141.15,408557,2021,12,14,202112
KELLTONTEC,INE164B01022,NSE,2021-12-14,61.5,64.8,60.2,63.35,2015419,2021,12,14,202112
KENNAMET,INE717A01029,NSE,2021-12-14,1775.0,1820.0,1745.5,1782.6,18393,2021,12,14,202112
KESORAMIND,INE087A01019,NSE,2021-12-14,60.85,64.6,60.85,64.15,923766,2021,12,14,202112
KEYFINSERV,INE681C01015,NSE,2021-12-14,121.9,131.65,120.0,126.45,337011,2021,12,14,202112
KHADIM,INE834I01025,NSE,2021-12-14,271.05,279.0,267.25,273.75,57333,2021,12,14,202112
KHAICHEM,INE745B01028,NSE,2021-12-14,68.4,68.4,65.95,66.35,106463,2021,12,14,202112
KHANDSE,INE060B01014,NSE,2021-12-14,19.3,20.0,18.3,19.35,12997,2021,12,14,202112
KICL,INE029L01018,NSE,2021-12-14,1929.1,1939.85,1899.2,1925.15,775,2021,12,14,202112
KILITCH,INE729D01010,NSE,2021-12-14,172.25,175.65,169.05,170.15,4926,2021,12,14,202112
KIMS,INE967H01017,NSE,2021-12-14,1337.35,1368.9,1316.0,1351.85,117786,2021,12,14,202112
KINGFA,INE473D01015,NSE,2021-12-14,1059.9,1107.5,1032.45,1086.45,19970,2021,12,14,202112
KIOCL,INE880L01014,NSE,2021-12-14,230.75,235.45,230.55,233.85,17597,2021,12,14,202112
KIRIINDUS,INE415I01015,NSE,2021-12-14,477.9,489.95,474.5,480.25,99717,2021,12,14,202112
KIRLFER,INE884B01025,NSE,2021-12-14,230.0,234.7,227.6,229.0,55087,2021,12,14,202112
KIRLOSBROS,INE732A01036,NSE,2021-12-14,373.95,373.95,363.85,368.45,3726,2021,12,14,202112
KIRLOSENG,INE146L01010,NSE,2021-12-14,188.45,190.0,186.0,188.15,108967,2021,12,14,202112
KIRLOSIND,INE250A01039,NSE,2021-12-14,1466.0,1514.85,1466.0,1497.0,1912,2021,12,14,202112
KITEX,INE602G01020,NSE,2021-12-14,174.0,176.15,172.3,174.0,124818,2021,12,14,202112
KKCL,INE401H01017,NSE,2021-12-14,1405.95,1447.6,1381.25,1392.55,227586,2021,12,14,202112
KMSUGAR,INE157H01023,NSE,2021-12-14,27.4,27.4,26.55,26.8,318964,2021,12,14,202112
KNRCON,INE634I01029,NSE,2021-12-14,288.7,296.8,285.85,293.1,216387,2021,12,14,202112
KOKUYOCMLN,INE760A01029,NSE,2021-12-14,64.1,67.6,63.6,64.9,158889,2021,12,14,202112
KOLTEPATIL,INE094I01018,NSE,2021-12-14,314.0,319.7,311.25,318.25,209625,2021,12,14,202112
KOPRAN,INE082A01010,NSE,2021-12-14,270.0,284.05,268.3,284.05,628464,2021,12,14,202112
KOTAKBANK,INE237A01028,NSE,2021-12-14,1873.1,1874.0,1816.05,1840.4,10111252,2021,12,14,202112
KOTAKBKETF,INF174K01F59,NSE,2021-12-14,382.25,382.25,369.66,373.02,186777,2021,12,14,202112
KOTAKGOLD,INF174KA1HJ8,NSE,2021-12-14,42.0,42.29,41.8,41.95,608918,2021,12,14,202112
KOTAKIT,INF174KA1GC5,NSE,2021-12-14,36.51,36.79,36.02,36.37,11433,2021,12,14,202112
KOTAKNIFTY,INF174K014P6,NSE,2021-12-14,182.0,184.48,181.5,182.92,32616,2021,12,14,202112
KOTAKNV20,INF174K01Z71,NSE,2021-12-14,97.37,97.37,95.31,96.4,26749,2021,12,14,202112
KOTAKPSUBK,INF373I01023,NSE,2021-12-14,271.1,271.1,264.11,267.04,14502,2021,12,14,202112
KOTARISUG,INE419A01022,NSE,2021-12-14,33.2,33.9,32.5,33.0,186268,2021,12,14,202112
KOTHARIPET,INE720A01015,NSE,2021-12-14,55.45,55.6,54.25,54.8,70252,2021,12,14,202112
KOTHARIPRO,INE823A01017,NSE,2021-12-14,94.85,95.35,93.65,94.6,1762,2021,12,14,202112
KOVAI,INE177F01017,NSE,2021-12-14,1701.0,1740.0,1701.0,1737.55,2430,2021,12,14,202112
KPIGLOBAL,INE542W01017,NSE,2021-12-14,339.0,339.0,316.65,316.65,52806,2021,12,14,202112
KPITTECH,INE04I401011,NSE,2021-12-14,514.5,531.0,508.05,516.95,1463312,2021,12,14,202112
KPRMILL,INE930H01031,NSE,2021-12-14,545.0,559.0,540.6,556.35,512793,2021,12,14,202112
KRBL,INE001B01026,NSE,2021-12-14,254.6,261.5,248.6,256.6,1012753,2021,12,14,202112
KREBSBIO,INE268B01013,NSE,2021-12-14,168.45,170.95,163.5,165.55,16066,2021,12,14,202112
KRIDHANINF,INE524L01026,NSE,2021-12-14,6.25,6.35,5.95,6.35,184861,2021,12,14,202112
KRISHANA,INE506W01012,NSE,2021-12-14,171.0,175.1,168.95,172.65,30231,2021,12,14,202112
KRITI,INE479D01038,NSE,2021-12-14,118.0,118.0,115.0,116.8,37887,2021,12,14,202112
KRSNAA,INE08LI01020,NSE,2021-12-14,675.0,694.85,675.0,688.4,45472,2021,12,14,202112
KSB,INE999A01015,NSE,2021-12-14,1271.45,1297.7,1268.8,1288.15,8564,2021,12,14,202112
KSCL,INE455I01029,NSE,2021-12-14,510.0,513.35,505.8,509.1,111657,2021,12,14,202112
KSL,INE907A01026,NSE,2021-12-14,329.8,335.55,329.3,332.8,13952,2021,12,14,202112
KTKBANK,INE614B01018,NSE,2021-12-14,67.05,68.0,66.25,66.45,1004695,2021,12,14,202112
KUANTUM,INE529I01021,NSE,2021-12-14,88.0,88.75,86.05,86.8,37753,2021,12,14,202112
L&TFH,INE498L01015,NSE,2021-12-14,79.3,81.25,78.5,81.05,11051944,2021,12,14,202112
LAGNAM,INE548Z01017,NSE,2021-12-14,54.0,54.0,51.6,53.05,24182,2021,12,14,202112
LALPATHLAB,INE600L01024,NSE,2021-12-14,3425.0,3514.85,3425.0,3477.65,188294,2021,12,14,202112
LAMBODHARA,INE112F01022,NSE,2021-12-14,88.9,89.95,88.0,89.7,16035,2021,12,14,202112
LAOPALA,INE059D01020,NSE,2021-12-14,425.0,447.0,412.0,416.95,585521,2021,12,14,202112
LASA,INE670X01014,NSE,2021-12-14,65.5,65.6,63.4,63.9,57031,2021,12,14,202112
LATENTVIEW,INE0I7C01011,NSE,2021-12-14,612.3,619.0,600.25,602.4,728478,2021,12,14,202112
LAURUSLABS,INE947Q01028,NSE,2021-12-14,512.9,524.9,509.25,514.7,1219520,2021,12,14,202112
LAXMICOT,INE801V01019,NSE,2021-12-14,23.45,23.5,21.6,22.9,15854,2021,12,14,202112
LAXMIMACH,INE269B01029,NSE,2021-12-14,9380.0,9451.9,9224.6,9277.15,4686,2021,12,14,202112
LCCINFOTEC,INE938A01021,NSE,2021-12-14,3.0,3.0,3.0,3.0,71512,2021,12,14,202112
LEMONTREE,INE970X01018,NSE,2021-12-14,48.5,50.2,48.4,49.2,2990373,2021,12,14,202112
LFIC,INE850E01012,NSE,2021-12-14,159.95,160.5,152.15,153.5,9160,2021,12,14,202112
