SYMBOL,ISIN,EXCHANGE,FILTER,MARKET_CAP,CONSOLIDATED RNW5,CONSOLIDATED RNW4,CONSOLIDATED RNW3,CONSOLIDATED RNW2,CONSOLIDATED RNW1,BLANK 0,STANDALONE RNW5,STANDALONE RNW4,STANDALONE RNW3,STANDALONE RNW2,STANDALONE RNW1,BLANK 1,CONSOLIDATED SR5,CONSOLIDATED SR4,CONSOLIDATED SR3,CONSOLIDATED SR2,CONSOLIDATED SR1,BLANK 2,CONSOLIDATED NP5,CONSOLIDATED NP4,CONSOLIDATED NP3,CONSOLIDATED NP2,CONSOLIDATED NP1,BLANK 3,STANDALONE SR5,STANDALONE SR4,STANDALONE SR3,STANDALONE SR2,STANDALONE SR1,BLANK 4,STANDALONE NP5,STANDALONE NP4,STANDALONE NP3,STANDALONE NP2,STANDALONE NP1,BLANK 5,CONSOLIDATED DE5,CONSOLIDATED DE4,CONSOLIDATED DE3,CONSOLIDATED DE2,CONSOLIDATED DE1,BLANK 6,STANDALONE DE5,STANDALONE DE4,STANDALONE DE3,STANDALONE DE2,STANDALONE DE1,BLANK 7,DATE_STR
ABHIFIN     ,538935,BSE,52 week high,10.0,,,,,,,2.09,-2.23,1.0,1.59,1.54,,,,,,,,,,,,,,0.51,0.33,0.71,3.01,0.47,,0.08,-0.09,0.03,0.05,0.05,,,,,,,,0.02,0.02,0.0,0.0,0.0,,20220225
