name,isin,bse,nse,series,url
Konstelec,INE0QEI01011,,KONSTELEC,SM,https://www.moneycontrol.com/india/stockpricequote/otherconstructionmaterials/konstelecengineers/KEL06
Kontor Space,INE0KZ301010,,KONTOR,SM,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/kontorspace/KSL05
Kopran,INE082A01010,524280,KOPRAN,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kopran/K01
Kore Digital,INE0O4R01018,0,KDL,ST,https://www.moneycontrol.com/india/stockpricequote/transmissiontowersequipments/koredigital/KD05
Kore Foods,INE601A01017,500458,PHILCORP,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/korefoods/PC06
Kotak MF-GETF,INF174KA1HJ8,0,GOLD1,EQ,https://www.moneycontrol.com/india/stockpricequote/kotakmfgetf/kotakmutualfundgoldexchangetradedfund/KMF03
Kotak Mahindra,INE237A01028,500247,KOTAKBANK,EQ,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB
Kotak Sensex,INF174KA1JD7,532985,,,https://www.moneycontrol.com/india/stockpricequote/kotaksensex/kotaksensexetf/KSE01
Kothari Ferment,INE991B01010,507474,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kotharifermentationbiochem/KFB
Kothari Ind,INE972A01020,509732,KOTHARINDL,,https://www.moneycontrol.com/india/stockpricequote/diversified/kothariindustrialcorporation/KIC01
Kothari Petro,INE720A01015,532096,KOTHARIPET,EQ,https://www.moneycontrol.com/india/stockpricequote/trading/kotharipetrochem/KP12
Kothari Product,INE823A01017,530299,KOTHARIPRO,EQ,https://www.moneycontrol.com/india/stockpricequote/cigarettes/kothariproducts/KP06
Kothari Sugars,INE419A01022,507190,KOTARISUG,EQ,https://www.moneycontrol.com/india/stockpricequote/sugar/kotharisugarschemicals/KSC
Kothari World,INE988F01017,511138,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kothariworldfinance/GIT01
Kotia Enterpris,INE079C01012,539599,,,https://www.moneycontrol.com/india/stockpricequote/pumps/kotiaenterprises/IPP
Kotyark Ind,INE0J0B01017,0,KOTYARK,SM,https://www.moneycontrol.com/india/stockpricequote/renewables/kotyarkindustries/KI10
Koura Fine,INE0M8R01011,544139,,,https://www.moneycontrol.com/india/stockpricequote/diamondjewellery/kourafinediamondjewelry/KFDJL
Kovai Medical,INE177F01017,523323,KOVAI,,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/kovaimedicalcenterhospital/KMC02
Kovalam Investm,INE735U01011,505585,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kovalaminvestmenttradingco/KIT03
Kranti Industri,INE911T01010,542459,,,https://www.moneycontrol.com/india/stockpricequote/machinetools/krantiindustries/KI02
Kratos Energy,INE567L01017,501261,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kratosenergyinfrastructure/DV
Krebs Biochem,INE268B01013,524518,KREBSBIO,BE,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/krebsbiochemicalsindustries/KBI
Kreon Fin Serv,INE302C01018,530139,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/kreonfinnancialservices/KFS04
Kretto Syscon,INE128R01023,531328,,,https://www.moneycontrol.com/india/stockpricequote/personalcare/krettosyscon/IO
Kridhan Infra,INE524L01026,533482,KRIDHANINF,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kridhaninfra/RSI02
Kriptol Ind,INE477C01034,526753,,,https://www.moneycontrol.com/india/stockpricequote/dyespigments/kriptolindustries/RI40
Krishana Fabric,INE627Q01018,539446,,,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/krishanafabrics/KF17
Krishana Phosch,INE506W01012,0,KRISHANA,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/krishanaphoschem/KP11
Krishanveer For,INE013J01016,513369,,,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/krishanveerforge/RF03
Krishca Strap,INE0NR701018,0,KRISHCA,ST,https://www.moneycontrol.com/india/stockpricequote/ironsteel/krishcastrappingsolutions/KSS02
Krishival Foods,INE0GGO01015,0,KRISHIVAL,SM,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/krishivalfoods/EC04
Krishna Capital,INE897B01019,539384,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/krishnacapitalsecurities/KCS02
Krishna Defence,INE0J5601015,0,KRISHNADEF,ST,https://www.moneycontrol.com/india/stockpricequote/krishnadefence/krishnadefenceandalliedindustries/KDA
Krishna Ferro,INE218L01017,513627,,,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/krishnaferroproducts/KFP
Krishna Filamen,INE073A01019,500248,KRISNAFILA,,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/krishnafilaments/KF08
Krishna Inst.,INE967H01017,543308,KIMS,EQ,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/krishnainstitutemedicalsciences/KIo01
Krishna Life,INE218A01028,514221,SHREEKRPOL,,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/krishnalifestyletechnologies/KLT01
Krishna Prasad,INE009Q01019,537954,,,https://www.moneycontrol.com/india/stockpricequote/trading/shrikrishnaprasadam/SKP02
Krishna Venture,INE537L01010,504392,,,https://www.moneycontrol.com/india/stockpricequote/trading/krishnaventures/MTA02
Kriti Ind,INE479D01038,526423,KRITI,EQ,https://www.moneycontrol.com/india/stockpricequote/plastics/kritiindustriesindia/KII
Kriti Nutrients,INE798K01010,533210,KRITINUT,EQ,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/kritinutrients/KN01
Kritika Wires,INE00Z501029,0,KRITIKA,EQ,https://www.moneycontrol.com/india/stockpricequote/kritikawires/kritikawires/KW
Kronox Lab Scie,INE0ATZ01017,544187,KRONOX,EQ,https://www.moneycontrol.com/india/stockpricequote/chemicals/kronoxlabsciences/KLS
Krsnaa Diagnost,INE08LI01020,543328,KRSNAA,EQ,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/krsnaadiagnostics/KD03
Krypton,INE951B01014,523550,,,https://www.moneycontrol.com/india/stockpricequote/tyres/kryptonindustries/KI14
Krystal Integra,INE0QN801017,544149,KRYSTAL,EQ,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/krystalintegratedservices/KIS02
Krystal Knitwea,,531393,,,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/krystalknitwear/KK
Kshitij Invt,,503626,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kshitijinvestments/KIL05
Kshitij Polylin,INE013801027,0,KSHITIJPOL,BE,https://www.moneycontrol.com/india/stockpricequote/kshitijpolylin/kshitijpolyline/KP14
Kuantum Papers,INE529I01021,532937,KUANTUM,EQ,https://www.moneycontrol.com/india/stockpricequote/paper/kuantumpapers/ABC07
Kuber Udyog,INE594R01018,539408,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/kuberudyog/KU01
Kuberan Global,INE04CO01018,543289,,,https://www.moneycontrol.com/india/stockpricequote/kuberanglobal/kuberanglobaledusolutions/KGE
Kumar Wire,INE840A01011,513703,,,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/kumarwireclothmanufacturingcompany/KWC
Kumbhat Fin Ser,INE795E01019,526869,,,https://www.moneycontrol.com/india/stockpricequote/kumbhatfinser/kumbhatfinancialservices/KFS03
Kundan Edifice,INE0OWX01025,,KEL,SM,https://www.moneycontrol.com/india/stockpricequote/kundanedifice/kundanedifice/KEL05
Kunststoffe Ind,INE638D01021,523594,,,https://www.moneycontrol.com/india/stockpricequote/plastics/kunststoffeindustries/KI23
Kusam Elect,INE175Q01018,511048,,,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/kusamelectricalindustries/KEI02
Kush Industries,INE979D01011,514240,SUZLONFIBR,,https://www.moneycontrol.com/india/stockpricequote/kushindustries/kushindustries/SNS
Kushal,INE647N01021,536170,,,https://www.moneycontrol.com/india/stockpricequote/diversified/kushal/KT06
Kutch Minerals,INE059E01010,531778,,,https://www.moneycontrol.com/india/stockpricequote/miningminerals/kutchminerals/KM02
Kuwer Ind,INE430F01010,530421,,,https://www.moneycontrol.com/india/stockpricequote/packaging/kuwerindustries/KIL02
Kwality,INE775B01025,531882,KWALITY,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kwality/KDI01
Kwality Credit ,INE577C01015,531206,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kwalitycreditleasing/KCL03
Kwality Pharmac,INE552U01010,539997,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kwalitypharmaceuticals/KP
Kyra Landscapes,INE094M01028,530967,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/kyralandscapes/TC10
L&T Finance,INE498L01015,533519,LTF,EQ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinance/LFH
L&T Technology,INE010V01017,540115,LTTS,EQ,https://www.moneycontrol.com/india/stockpricequote/lttechnology/lttechnologyservices/LTS
L&TFH-RE,INE498L20015,750652,L&TFH-RE,,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/ltfinanceholdingsre/LFH01
LATIM-RE,INE501N20012,750816,,,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/latimmetalindustriesre/LTM01
LATIMPP,IN9501N01010,890191,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/latimmetalindustriespp/LTM02
LCC Infotech,INE938A01021,532019,LCCINFOTEC,BE,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lccinfotech/LCC
LE Travenues Te,INE0HV901016,544192,IXIGO,EQ,https://www.moneycontrol.com/india/stockpricequote/travelservices/letravenuestechnologyixigo/LTT
LEEL,INE245C01019,517518,LEEL,,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/leel/LEE
LESHIND-RE,INE050L20014,750879,,,https://www.moneycontrol.com/india/stockpricequote/metalsmining/leshaindustriesre/LIR
LG Balakrishnan,INE337A01034,500250,LGBBROSLTD,EQ,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/lgbalakrishnanbrothers/LGB
LGB Forge,INE201J01017,533007,LGBFORGE,,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/lgbforge/LGB01
LGHL,INE258Y01016,,LGHL,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lghl/LGHL18475
LIC Housing Fin,INE115A01026,500253,LICHSGFIN,EQ,https://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC
LIC India,INE0J1Y01017,543526,LICI,EQ,https://www.moneycontrol.com/india/stockpricequote/licindia/lifeinsurancecorporationindia/LIC09
LIC MF ETF,INF767K01OT5,539487,,,https://www.moneycontrol.com/india/stockpricequote/licmfetf/licmfexchangetradedfundsensex/LIC10
LIC MF- Nifty,INF767K01PC8,,LICNFNHGP,EQ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/licmflicmfetfnifty100/LIC9
LIC Nifty,INF767K01OS7,,LICNETFN50,EQ,https://www.moneycontrol.com/india/stockpricequote/licnifty/licmfetfnifty50/LIC07
LIC Sensex ETF,INF767K01OT5,,LICNETFSEN,EQ,https://www.moneycontrol.com/india/stockpricequote/licsensexetf/licmutualfundlicmfexchangetradedfundse/LIC08
LICMF G-sec LT,INF767K01MV5,,LICNETFGSC,EQ,https://www.moneycontrol.com/india/stockpricequote/licmfgseclt/licmfgsecltetf/LIC06
LICMFGOLD,INF397L01554,533719,LICMFGOLD,EQ,https://www.moneycontrol.com/india/stockpricequote/licmfgold/licmfgoldexchangetradedfund/IDB01
LICNMID100,INF767K01RN1,544123,LICNMID100,EQ,https://www.moneycontrol.com/india/stockpricequote/licnmid100/licmfniftymidcap100etf/LICNM22722
LIQUID,INF769K01KS1,,LIQUID,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/liquid/LIQUI17572
LIQUID1,INF174KA1LV5,,LIQUID1,EQ,https://www.moneycontrol.com/india/stockpricequote/liquid1/kotaknifty1drateliquidetf/KOTAK13950
LIQUIDADD,INF740KA1UM0,,LIQUIDADD,EQ,https://www.moneycontrol.com/india/stockpricequote/liquidadd/dspbseliquidrateetf/LIQUI23407
LIQUIDBEES,INF732E01037,590096,LIQUIDBEES,EQ,https://www.moneycontrol.com/india/stockpricequote/liquidbees/nipponindiaetfnifty1drateliquidbees/LB
LIQUIDBETF,INF0QA701854,,LIQUIDBETF,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/liquidbetf/LIQUI23915
LIQUIDCASE,INF0R8F01034,,LIQUIDCASE,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/liquidcase/LIQUI21750
LIQUIDIETF,INF109KC1KT9,541946,LIQUIDIETF,EQ,https://www.moneycontrol.com/india/stockpricequote/liquidietf/iciciprudentialbseliquidrateetf/ICICI4838
LIQUIDSBI,INF200KA13Z8,,LIQUIDSBI,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/liquidsbi/LIQUI19705
LIQUIDSHRI,INF680P01422,,LIQUIDSHRI,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/liquidshri/LIQUI24374
LKP Finance,INE724A01017,507912,LKPMERFIN,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lkpfinance/LKP
LKP Securities,INE341H01023,540192,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lkpsecurities/LKP01
LLOYDS ENTER,INE080I01025,512463,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/lloydsenterprises/SGT
LLOYDS-RE,INE093R20011,,LLOYDS-RE,BE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lloydsre/LLOYD20756
LML,INE862A01015,500255,LML,,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/lml/LML
LOGICA,INE0BSU01018,543746,,,https://www.moneycontrol.com/india/stockpricequote/logica/logicainfoway/ELI
LOWVOL1,INF174KA1IY5,,LOWVOL1,EQ,https://www.moneycontrol.com/india/stockpricequote/lowvol1/kotaknifty100lowvolatility30etf/KOTAK8632
LS Industries,INE345D01031,514446,,,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/lsindustries/LSI01
LT Foods,INE818H01020,532783,LTFOODS,EQ,https://www.moneycontrol.com/india/stockpricequote/ltfoods/ltfoods/LTF
LTFINNCDIV,INE523E07459,934784,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinncdiv/LTF02
LTGILTBEES,INF204KB1882,,LTGILTBEES,EQ,https://www.moneycontrol.com/india/stockpricequote/ltgiltbees/nipponindiaetfnifty813yrgseclongtermgil/RSL06
LTIMindtree,INE214T01019,540005,LTIM,EQ,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/ltimindtree/LI12
LWS Knitwear,INE281M01013,531402,,,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/lwsknitwear/LWS
La Opala RG,INE059D01020,526947,LAOPALA,EQ,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/laopalarg/LOR
La Tim Metal,INE501N01020,505693,,,https://www.moneycontrol.com/india/stockpricequote/machinetools/latimmetalindustries/DMC02
Labelkraft,INE0NLJ01011,543830,,,https://www.moneycontrol.com/india/stockpricequote/printingstationery/labelkrafttechnologies/LT03
Lactose India,INE058I01013,524202,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lactoseindia/LI
Ladam Affordabl,INE213U01019,540026,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/ladamaffordablehousing/LAH
Ladderup Fin,INE519D01015,530577,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/ladderupfinance/LF01
Laffans Petro,INE919B01011,524522,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/laffanspetrochemicals/LP
Lagnam Spintex ,INE548Z01017,0,LAGNAM,EQ,https://www.moneycontrol.com/india/stockpricequote/lagnamspintex/lagnamspintex/LS01
Lahoti Over,INE515C01023,531842,,,https://www.moneycontrol.com/india/stockpricequote/trading/lahotioverseas/LO01
Lakeland Hotels,INE419H01019,532124,,,https://www.moneycontrol.com/india/stockpricequote/hotels/lakelandhotels/LHL
Lakhotia Poly,INE191O01010,535387,,,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/lakhotiapolyesters/LP09
Lakshmi Elec,INE284C01018,504258,LAKSELECON,,https://www.moneycontrol.com/india/stockpricequote/electricequipment/lakshmielectricalcontrolsystems/LEC
Lakshmi Energy,INE992B01026,519570,LAKSHMIEFL,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/lakshmienergyfoods/LEF
Lakshmi Finance,INE850E01012,,LFIC,EQ,https://www.moneycontrol.com/india/stockpricequote/financegeneral/lakshmifinanceindustrialcorporation/LFI01
Lakshmi Loom,INE718M01014,505302,,,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmiautomaticloomworks/LAL
Lakshmi Machine,INE269B01029,500252,LAXMIMACH,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW
Lakshmi Mills,INE938C01019,502958,LAKSHMIMIL,,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/lakshmimillscompany/LMC
Lakshmi Prec,INE651C01018,506079,LAKPRE,,https://www.moneycontrol.com/india/stockpricequote/fasteners/lakshmiprecisionscrews/LPS
Lakshmi Vilas,INE694C01018,534690,LAKSHVILAS,,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lakshmivilasbank/LVB
Lambodhara Text,INE112F01022,590075,LAMBODHARA,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/lambodharatextile/LT02
Lancer Containe,INE359U01028,539841,LANCER,,https://www.moneycontrol.com/india/stockpricequote/shipping/lancercontainerslines/LCL
Lanco Infratech,INE785C01048,532778,LITL,,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/lancoinfratech/LI10
Lancor Holdings,INE572G01025,509048,LANCORHOL,EQ,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/lancorholdings/LH
Landmarc Corp,INE394C01023,532275,,,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/landmarcleisurecorporation/LLC
Landmark Cars,INE559R01029,543714,LANDMARK,EQ,https://www.moneycontrol.com/india/stockpricequote/trading/landmarkcars/LC07
Landmark Prop,INE197J01017,533012,LPDC,BE,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/landmarkpropertydevelopmentcompany/LPD
Larsen,INE018A01030,500510,LT,EQ,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/larsentoubro/LT
Lasa Supergener,INE670X01014,540702,LASA,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lasasupergenerics/LS06
Laser Diamonds ,INE995E01015,531164,,,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/laserdiamonds/LDL
Last Mile Ent.,INE404B01014,526961,,,https://www.moneycontrol.com/india/stockpricequote/lastmileent/lastmileenterprises/TFR
Latent View,INE0I7C01011,543398,LATENTVIEW,EQ,https://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/latentviewanalytics/LVA
Latteys Ind.,INE262Z01023,0,LATTEYS,,https://www.moneycontrol.com/india/stockpricequote/compressorspumps/latteysindustries/LI13
