symbol,isin,exchange,date,open,high,low,close,volume,year,month,day,ym
ABB LTD.    ,500002,BSE,2021-12-14,2310.0,2320.0,2260.1,2270.0,3604,2021,12,14,202112
AEGIS LOGIS ,500003,BSE,2021-12-14,234.5,234.5,225.75,226.25,84175,2021,12,14,202112
AMAR RAJA BA,500008,BSE,2021-12-14,637.45,640.2,632.4,638.45,55232,2021,12,14,202112
A.SARABHAI  ,500009,BSE,2021-12-14,30.0,30.4,29.6,29.75,102091,2021,12,14,202112
HDFC        ,500010,BSE,2021-12-14,2754.0,2760.0,2720.9,2752.1,38974,2021,12,14,202112
ANDHRA PETRO,500012,BSE,2021-12-14,129.0,130.0,127.0,127.45,106946,2021,12,14,202112
ANSAL INFRAS,500013,BSE,2021-12-14,13.99,14.05,12.91,13.71,51167,2021,12,14,202112
UTIQUE      ,500014,BSE,2021-12-14,6.75,6.75,6.75,6.75,121680,2021,12,14,202112
ARUNAHTEL   ,500016,BSE,2021-12-14,9.6,9.6,9.14,9.47,9601,2021,12,14,202112
BOM DYEING  ,500020,BSE,2021-12-14,97.3,107.95,97.2,106.0,1625119,2021,12,14,202112
ASIANHOTNR  ,500023,BSE,2021-12-14,75.85,77.0,72.6,73.1,2043,2021,12,14,202112
ATUL LTD.   ,500027,BSE,2021-12-14,8847.95,8892.3,8771.0,8824.8,993,2021,12,14,202112
ATV PROJECTS,500028,BSE,2021-12-14,14.5,14.5,13.2,13.33,49559,2021,12,14,202112
BAJAJ ELECT.,500031,BSE,2021-12-14,1154.0,1158.2,1128.15,1146.25,28477,2021,12,14,202112
BAJAJHIND   ,500032,BSE,2021-12-14,14.22,14.66,14.22,14.49,932418,2021,12,14,202112
FORCE MOTR  ,500033,BSE,2021-12-14,1349.9,1350.0,1304.55,1311.75,7034,2021,12,14,202112
BAJFINANCE  ,500034,BSE,2021-12-14,7172.0,7180.0,7035.95,7068.65,101741,2021,12,14,202112
BALRAM.CHINI,500038,BSE,2021-12-14,324.0,335.0,323.3,333.1,71598,2021,12,14,202112
BANCO PROD. ,500039,BSE,2021-12-14,175.85,178.1,175.35,176.6,11307,2021,12,14,202112
CENTURY TEXT,500040,BSE,2021-12-14,830.1,850.6,829.75,843.35,16691,2021,12,14,202112
BANNARI AMAN,500041,BSE,2021-12-14,2641.25,2744.95,2637.45,2652.6,459,2021,12,14,202112
BASF INDIA  ,500042,BSE,2021-12-14,2920.8,3026.0,2891.95,2909.55,6720,2021,12,14,202112
BATA INDIA  ,500043,BSE,2021-12-14,1994.3,2005.15,1942.45,1957.2,18587,2021,12,14,202112
BEML LTD    ,500048,BSE,2021-12-14,1932.0,1964.4,1905.65,1950.55,12110,2021,12,14,202112
BHARAT ELECT,500049,BSE,2021-12-14,209.05,212.85,208.85,209.85,3541497,2021,12,14,202112
BHANSALI ENG,500052,BSE,2021-12-14,172.0,172.75,168.85,170.5,26455,2021,12,14,202112
BIHAR SPONGE,500058,BSE,2021-12-14,10.43,10.47,9.55,10.16,370632,2021,12,14,202112
BIRLACABLE  ,500060,BSE,2021-12-14,87.0,87.95,86.0,86.85,6317,2021,12,14,202112
BLUE STAR   ,500067,BSE,2021-12-14,984.55,1028.05,984.55,1008.15,7952,2021,12,14,202112
DISA INDIA  ,500068,BSE,2021-12-14,5739.95,5989.9,5625.0,5883.5,4200,2021,12,14,202112
BNK CAPITAL ,500069,BSE,2021-12-14,241.75,256.95,232.3,247.0,607,2021,12,14,202112
BPL LTD.    ,500074,BSE,2021-12-14,70.0,70.8,68.1,70.05,19818,2021,12,14,202112
OAL         ,500078,BSE,2021-12-14,766.7,780.55,751.0,755.2,2055,2021,12,14,202112
CENTURY EXT ,500083,BSE,2021-12-14,13.0,13.5,12.6,12.96,577750,2021,12,14,202112
CESC LTD.   ,500084,BSE,2021-12-14,88.6,90.7,88.15,90.45,86146,2021,12,14,202112
CHAMBAL FERT,500085,BSE,2021-12-14,394.9,402.15,391.55,399.6,69715,2021,12,14,202112
EXIDE IND.  ,500086,BSE,2021-12-14,166.0,168.6,166.0,167.7,220369,2021,12,14,202112
CIPLA LTD.  ,500087,BSE,2021-12-14,890.8,907.85,890.8,895.4,54587,2021,12,14,202112
DIC INDIA   ,500089,BSE,2021-12-14,419.4,419.4,412.0,414.3,47,2021,12,14,202112
CRISIL LTD  ,500092,BSE,2021-12-14,3040.0,3074.4,3015.0,3028.25,2364,2021,12,14,202112
CGPOWER     ,500093,BSE,2021-12-14,175.9,181.55,175.0,181.55,89599,2021,12,14,202112
DABUR (I)   ,500096,BSE,2021-12-14,576.05,580.2,573.55,579.7,16339,2021,12,14,202112
DALMIASUG   ,500097,BSE,2021-12-14,383.9,397.0,383.9,390.9,4809,2021,12,14,202112
ARVIND Ltd  ,500101,BSE,2021-12-14,121.9,123.5,120.0,121.0,132468,2021,12,14,202112
BALARPUR IND,500102,BSE,2021-12-14,1.85,1.85,1.85,1.85,2622300,2021,12,14,202112
BHEL        ,500103,BSE,2021-12-14,63.65,65.55,63.45,64.8,3286560,2021,12,14,202112
HIND.PETRO  ,500104,BSE,2021-12-14,303.0,303.9,297.7,301.2,131188,2021,12,14,202112
IFCI LTD    ,500106,BSE,2021-12-14,17.5,18.38,17.5,17.91,2782794,2021,12,14,202112
MAHA.TELE   ,500108,BSE,2021-12-14,24.4,25.3,23.85,24.0,883044,2021,12,14,202112
MRPL        ,500109,BSE,2021-12-14,45.7,45.75,45.1,45.25,102825,2021,12,14,202112
CHENNAI PET.,500110,BSE,2021-12-14,106.3,107.35,105.55,106.05,28559,2021,12,14,202112
REL.CAP.    ,500111,BSE,2021-12-14,15.05,15.05,14.4,14.85,491393,2021,12,14,202112
STATE BANK  ,500112,BSE,2021-12-14,486.4,490.25,481.75,488.55,428009,2021,12,14,202112
STEEL AUTH. ,500113,BSE,2021-12-14,112.5,116.0,111.55,114.6,3560228,2021,12,14,202112
TITAN       ,500114,BSE,2021-12-14,2331.0,2371.65,2319.45,2353.35,16224,2021,12,14,202112
IDBI BANK L ,500116,BSE,2021-12-14,50.9,52.1,50.25,51.2,1693258,2021,12,14,202112
DCW LTD.    ,500117,BSE,2021-12-14,41.85,42.5,41.0,42.15,86262,2021,12,14,202112
DHAMPUR SUGA,500119,BSE,2021-12-14,296.15,306.1,296.15,303.15,19018,2021,12,14,202112
DIAMINES&CHM,500120,BSE,2021-12-14,239.6,241.95,238.0,239.8,4993,2021,12,14,202112
ELANTAS     ,500123,BSE,2021-12-14,3581.0,3686.0,3581.0,3672.35,744,2021,12,14,202112
DR.REDDY'S  ,500124,BSE,2021-12-14,4595.0,4659.55,4589.7,4646.75,5156,2021,12,14,202112
E.I.D.PAR   ,500125,BSE,2021-12-14,486.0,486.0,469.1,471.85,6343,2021,12,14,202112
PGHL        ,500126,BSE,2021-12-14,5165.0,5326.0,5165.0,5305.5,548,2021,12,14,202112
ELEC.CASTING,500128,BSE,2021-12-14,36.0,36.65,35.65,36.35,33850,2021,12,14,202112
ESAB INDIA  ,500133,BSE,2021-12-14,3006.9,3022.15,2926.0,2989.95,248,2021,12,14,202112
EPL         ,500135,BSE,2021-12-14,204.35,204.35,199.1,199.85,7185,2021,12,14,202112
ESTER INDUS.,500136,BSE,2021-12-14,133.15,136.0,132.4,133.35,41409,2021,12,14,202112
FGP LTD.    ,500142,BSE,2021-12-14,2.2,2.2,2.2,2.2,3100,2021,12,14,202112
P.H.CAPITAL ,500143,BSE,2021-12-14,128.4,128.4,117.35,124.9,4738,2021,12,14,202112
FINOL. CABLE,500144,BSE,2021-12-14,570.2,575.2,566.55,569.1,5625,2021,12,14,202112
COCKERILL   ,500147,BSE,2021-12-14,1041.0,1119.0,1041.0,1089.9,1007,2021,12,14,202112
UFLEX LTD   ,500148,BSE,2021-12-14,532.05,544.0,532.05,541.35,15743,2021,12,14,202112
FOSECO INDIA,500150,BSE,2021-12-14,1418.65,1422.05,1400.1,1406.7,66,2021,12,14,202112
GOLDEN TOB  ,500151,BSE,2021-12-14,138.0,142.35,138.0,138.65,6573,2021,12,14,202112
GANESH BENZO,500153,BSE,2021-12-14,96.0,108.5,94.0,107.0,208707,2021,12,14,202112
METROGLOBL  ,500159,BSE,2021-12-14,79.1,92.0,79.1,86.55,24722,2021,12,14,202112
GTL LTD.    ,500160,BSE,2021-12-14,19.85,20.16,19.57,20.16,1024331,2021,12,14,202112
GODFREY PH  ,500163,BSE,2021-12-14,1218.0,1233.4,1218.0,1223.0,461,2021,12,14,202112
GODREJ IND  ,500164,BSE,2021-12-14,579.9,587.6,578.0,583.5,2295,2021,12,14,202112
KANSAI NERO ,500165,BSE,2021-12-14,596.0,596.0,585.35,587.5,3556,2021,12,14,202112
GOODRICKE   ,500166,BSE,2021-12-14,217.6,225.0,215.0,224.2,8426,2021,12,14,202112
GOODYEAR (I),500168,BSE,2021-12-14,1009.55,1015.8,1000.25,1003.0,1049,2021,12,14,202112
GTN INDUS   ,500170,BSE,2021-12-14,33.85,33.85,33.8,33.85,49556,2021,12,14,202112
GHCL LTD    ,500171,BSE,2021-12-14,400.0,401.75,392.8,396.85,8291,2021,12,14,202112
GFLLIMITED  ,500173,BSE,2021-12-14,76.9,78.6,75.2,78.4,4017,2021,12,14,202112
HCL INFOSYS ,500179,BSE,2021-12-14,18.65,19.4,17.8,19.4,488448,2021,12,14,202112
HDFC BANK   ,500180,BSE,2021-12-14,1509.75,1514.7,1497.25,1503.5,150843,2021,12,14,202112
HEROMOTOCO  ,500182,BSE,2021-12-14,2496.0,2496.0,2460.0,2482.9,17450,2021,12,14,202112
HFCL        ,500183,BSE,2021-12-14,86.8,86.8,79.85,80.45,5451535,2021,12,14,202112
HSCL        ,500184,BSE,2021-12-14,46.4,46.8,45.8,45.95,322627,2021,12,14,202112
HIND.CONSTN.,500185,BSE,2021-12-14,18.5,18.5,16.93,17.09,2856231,2021,12,14,202112
HIND.OIL EXP,500186,BSE,2021-12-14,180.0,186.6,178.2,183.8,33695,2021,12,14,202112
HSIL        ,500187,BSE,2021-12-14,216.95,223.8,216.95,222.05,12087,2021,12,14,202112
HINDUS.ZI   ,500188,BSE,2021-12-14,349.8,352.05,333.15,338.75,107217,2021,12,14,202112
NXTDIGITAL  ,500189,BSE,2021-12-14,391.0,401.5,387.05,398.4,18893,2021,12,14,202112
HMT LTD.    ,500191,BSE,2021-12-14,29.0,29.6,28.0,28.0,16061,2021,12,14,202112
PRAG BOSIMI ,500192,BSE,2021-12-14,2.89,2.89,2.66,2.8,53472,2021,12,14,202112
HLVLTD      ,500193,BSE,2021-12-14,10.55,10.6,10.08,10.31,19713,2021,12,14,202112
I.G.PETRO   ,500199,BSE,2021-12-14,728.1,746.0,724.75,737.5,2330,2021,12,14,202112
IND.GLYCOLS ,500201,BSE,2021-12-14,869.9,885.0,852.0,858.4,4149,2021,12,14,202112
IND.LEAS.DEV,500202,BSE,2021-12-14,8.9,9.3,8.01,8.71,18767,2021,12,14,202112
MARGO FIN   ,500206,BSE,2021-12-14,31.1,31.1,27.0,30.3,9141,2021,12,14,202112
INDO RAMA   ,500207,BSE,2021-12-14,54.3,56.2,53.75,55.2,8471,2021,12,14,202112
INFOSYS LTD ,500209,BSE,2021-12-14,1730.0,1759.45,1711.0,1752.15,101606,2021,12,14,202112
INGERSOLL   ,500210,BSE,2021-12-14,1210.0,1237.35,1199.4,1209.05,2858,2021,12,14,202112
INSILCO LTD.,500211,BSE,2021-12-14,7.65,7.65,7.5,7.57,10182,2021,12,14,202112
INTER.TRAVEL,500213,BSE,2021-12-14,92.25,92.25,87.85,88.65,4333,2021,12,14,202112
ION EXCHANGE,500214,BSE,2021-12-14,2090.0,2115.0,2081.1,2108.7,4239,2021,12,14,202112
AGRO TECH FO,500215,BSE,2021-12-14,968.6,995.0,950.0,952.4,881,2021,12,14,202112
JAIN IRRIG  ,500219,BSE,2021-12-14,43.15,43.45,42.25,42.95,145389,2021,12,14,202112
JASCH INDUST,500220,BSE,2021-12-14,125.0,125.0,110.0,117.85,12099,2021,12,14,202112
JCT LTD     ,500223,BSE,2021-12-14,6.24,6.24,5.78,6.24,17306840,2021,12,14,202112
JINDAL POLYF,500227,BSE,2021-12-14,1196.7,1224.45,1163.85,1188.75,8426,2021,12,14,202112
JSWSL       ,500228,BSE,2021-12-14,669.8,675.8,661.4,669.95,84434,2021,12,14,202112
UMANG DAIR  ,500231,BSE,2021-12-14,71.35,72.0,70.7,71.4,741,2021,12,14,202112
KAJARIA CER.,500233,BSE,2021-12-14,1190.0,1212.75,1179.1,1202.1,3803,2021,12,14,202112
KAKATIYA CEM,500234,BSE,2021-12-14,222.25,222.55,218.5,221.6,691,2021,12,14,202112
KALYANI STEL,500235,BSE,2021-12-14,330.0,335.0,330.0,332.8,3068,2021,12,14,202112
KANELIND    ,500236,BSE,2021-12-14,4.87,4.89,4.43,4.83,169274,2021,12,14,202112
WHIRLPOOL   ,500238,BSE,2021-12-14,1907.7,1921.0,1880.0,1886.3,26754,2021,12,14,202112
KG DENIM    ,500239,BSE,2021-12-14,54.9,55.6,51.25,53.8,29561,2021,12,14,202112
KINETIC ENG.,500240,BSE,2021-12-14,61.15,62.9,60.2,62.5,7893,2021,12,14,202112
KIRL.BROS.  ,500241,BSE,2021-12-14,379.0,379.0,363.75,368.7,660,2021,12,14,202112
KIRL INDUS  ,500243,BSE,2021-12-14,1475.05,1517.55,1475.0,1493.0,61,2021,12,14,202112
KIRL.FERROUS,500245,BSE,2021-12-14,230.35,234.5,227.0,229.4,13255,2021,12,14,202112
ENVAIN ELECT,500246,BSE,2021-12-14,31.05,31.05,29.05,29.1,196,2021,12,14,202112
KOTAK MAH.BK,500247,BSE,2021-12-14,1866.0,1870.85,1816.2,1840.45,148643,2021,12,14,202112
KRIFILIND   ,500248,BSE,2021-12-14,9.31,9.31,9.3,9.3,73,2021,12,14,202112
KSB         ,500249,BSE,2021-12-14,1270.0,1295.55,1269.5,1283.3,684,2021,12,14,202112
L.G.BALKRISH,500250,BSE,2021-12-14,557.9,564.5,551.0,558.25,24163,2021,12,14,202112
TRENT LTD.  ,500251,BSE,2021-12-14,1020.05,1042.0,1002.2,1030.25,8614,2021,12,14,202112
LAXMIMACH   ,500252,BSE,2021-12-14,9328.5,9440.0,9227.2,9288.5,511,2021,12,14,202112
LIC HOUS.FIN,500253,BSE,2021-12-14,386.0,387.45,381.1,386.1,94323,2021,12,14,202112
LUPIN LTD.  ,500257,BSE,2021-12-14,890.0,972.5,882.55,943.05,529957,2021,12,14,202112
LYKA LABS   ,500259,BSE,2021-12-14,196.95,200.55,189.0,200.55,52656,2021,12,14,202112
RAMCOCEM    ,500260,BSE,2021-12-14,985.0,994.5,976.95,991.8,2657,2021,12,14,202112
MAFATLAL IND,500264,BSE,2021-12-14,187.15,187.15,181.1,183.5,3706,2021,12,14,202112
MAH.SEAMLESS,500265,BSE,2021-12-14,509.0,509.0,492.05,495.65,9938,2021,12,14,202112
MAH.SCOOTER ,500266,BSE,2021-12-14,4241.35,4264.0,4165.1,4223.75,399,2021,12,14,202112
MAJESTIC AUT,500267,BSE,2021-12-14,133.5,133.5,127.0,130.65,3462,2021,12,14,202112
MANALI PETRO,500268,BSE,2021-12-14,118.55,119.7,116.8,117.15,66953,2021,12,14,202112
MFSL        ,500271,BSE,2021-12-14,990.15,999.0,982.8,996.6,20297,2021,12,14,202112
MID INDIA IN,500277,BSE,2021-12-14,3.74,3.74,3.56,3.72,496,2021,12,14,202112
MIRC ELECT  ,500279,BSE,2021-12-14,29.8,29.9,28.6,29.9,1067744,2021,12,14,202112
CENTURY ENKA,500280,BSE,2021-12-14,404.45,409.2,402.05,403.8,1284,2021,12,14,202112
LORDS CHLORO,500284,BSE,2021-12-14,63.85,65.55,60.05,61.45,3177,2021,12,14,202112
SPICEJET LTD,500285,BSE,2021-12-14,69.5,70.15,69.15,69.55,509909,2021,12,14,202112
MOREPEN LAB.,500288,BSE,2021-12-14,56.55,57.9,56.15,56.4,203908,2021,12,14,202112
MRF LTD.    ,500290,BSE,2021-12-14,73280.05,74199.8,73280.05,74055.0,220,2021,12,14,202112
HEIDEL CEM  ,500292,BSE,2021-12-14,224.75,226.45,220.0,221.45,13528,2021,12,14,202112
NCC         ,500294,BSE,2021-12-14,75.85,75.95,74.7,75.2,100230,2021,12,14,202112
VEDL        ,500295,BSE,2021-12-14,358.4,361.65,354.55,359.9,550206,2021,12,14,202112
NAHAR SPG.  ,500296,BSE,2021-12-14,519.9,529.0,492.0,526.05,3806,2021,12,14,202112
NAT.PEROXIDE,500298,BSE,2021-12-14,1876.15,1948.0,1876.0,1930.7,4679,2021,12,14,202112
GRASIM IND. ,500300,BSE,2021-12-14,1731.95,1744.3,1710.0,1721.45,37062,2021,12,14,202112
PEL         ,500302,BSE,2021-12-14,2750.0,2752.95,2558.8,2601.7,47128,2021,12,14,202112
NIIT LTD.   ,500304,BSE,2021-12-14,433.9,443.45,429.3,433.6,148687,2021,12,14,202112
JAYKAY      ,500306,BSE,2021-12-14,54.95,54.95,52.0,52.75,39627,2021,12,14,202112
NIRLON      ,500307,BSE,2021-12-14,374.6,379.9,372.5,376.3,1877,2021,12,14,202112
ONGC CORPN  ,500312,BSE,2021-12-14,144.3,147.4,144.0,146.85,398545,2021,12,14,202112
OIL COUNTRY ,500313,BSE,2021-12-14,10.26,10.26,9.78,10.0,5982,2021,12,14,202112
ORIENT HOTEL,500314,BSE,2021-12-14,40.9,41.15,39.75,40.5,25115,2021,12,14,202112
OSWAL AGRO. ,500317,BSE,2021-12-14,36.8,36.8,33.3,35.35,151243,2021,12,14,202112
INDIAN SUCRO,500319,BSE,2021-12-14,46.85,46.85,44.0,45.35,3973,2021,12,14,202112
RELIANCE    ,500325,BSE,2021-12-14,2389.0,2406.0,2373.5,2380.4,286591,2021,12,14,202112
PILITA      ,500327,BSE,2021-12-14,7.89,7.9,7.68,7.74,408688,2021,12,14,202112
RAYMOND     ,500330,BSE,2021-12-14,655.0,708.0,652.5,690.15,159077,2021,12,14,202112
PIDILITE    ,500331,BSE,2021-12-14,2378.5,2399.5,2357.0,2391.45,142407,2021,12,14,202112
PIX TRANS   ,500333,BSE,2021-12-14,737.0,756.0,737.0,751.5,29567,2021,12,14,202112
BIRLA CORPN.,500335,BSE,2021-12-14,1496.9,1514.55,1462.6,1490.1,6198,2021,12,14,202112
SURYA ROSHNI,500336,BSE,2021-12-14,618.95,638.35,616.0,631.25,7146,2021,12,14,202112
PRIME SECUR.,500337,BSE,2021-12-14,105.65,105.75,103.0,103.45,2486,2021,12,14,202112
PRSMJOHNSN  ,500338,BSE,2021-12-14,129.4,130.0,127.1,127.55,5954,2021,12,14,202112
RAIN        ,500339,BSE,2021-12-14,215.6,218.5,215.6,217.8,66894,2021,12,14,202112
AMJLAND     ,500343,BSE,2021-12-14,33.9,34.4,32.55,33.1,7474,2021,12,14,202112
PUN.COMMUNI.,500346,BSE,2021-12-14,37.9,38.95,36.95,38.5,7598,2021,12,14,202112
RSWM  LTD   ,500350,BSE,2021-12-14,481.85,489.8,467.55,484.85,8206,2021,12,14,202112
RAJSH.SUGAR ,500354,BSE,2021-12-14,33.6,37.1,33.6,36.85,103484,2021,12,14,202112
RALLIS INDIA,500355,BSE,2021-12-14,266.0,267.2,262.45,263.8,18943,2021,12,14,202112
RAMANEWS    ,500356,BSE,2021-12-14,20.6,22.05,20.05,21.55,46255,2021,12,14,202112
RAMA PETRO  ,500358,BSE,2021-12-14,4.58,4.59,4.58,4.59,6684,2021,12,14,202112
RAPICUT CARB,500360,BSE,2021-12-14,50.7,52.2,49.7,50.2,383,2021,12,14,202112
WELSPLSOL   ,500365,BSE,2021-12-14,17.05,18.75,17.05,18.12,582523,2021,12,14,202112
ROLTA (I)   ,500366,BSE,2021-12-14,5.99,5.99,5.77,5.99,492491,2021,12,14,202112
RUBFILA INT.,500367,BSE,2021-12-14,102.0,105.9,100.3,105.1,105323,2021,12,14,202112
RUCHI SOYA  ,500368,BSE,2021-12-14,915.0,918.85,900.9,902.85,3041,2021,12,14,202112
SALORA INT. ,500370,BSE,2021-12-14,40.0,40.0,36.25,36.4,158,2021,12,14,202112
JINDAL SAW  ,500378,BSE,2021-12-14,103.9,104.5,101.35,101.9,107394,2021,12,14,202112
JK LAKSHMI  ,500380,BSE,2021-12-14,622.65,632.05,615.0,617.85,3310,2021,12,14,202112
SHREE CEMENT,500387,BSE,2021-12-14,26205.0,26509.9,26000.0,26478.3,268,2021,12,14,202112
SHREE KRISHN,500388,BSE,2021-12-14,21.6,21.6,21.6,21.6,145,2021,12,14,202112
REL INFRA   ,500390,BSE,2021-12-14,98.45,108.75,98.45,108.5,234274,2021,12,14,202112
TATA POWER  ,500400,BSE,2021-12-14,230.4,230.4,225.65,229.05,1471113,2021,12,14,202112
SPMLINFRA   ,500402,BSE,2021-12-14,20.0,20.0,20.0,20.0,18957,2021,12,14,202112
SUNDARAM FAS,500403,BSE,2021-12-14,851.0,866.0,851.0,861.0,1063,2021,12,14,202112
SUNFLAG IRON,500404,BSE,2021-12-14,74.0,74.55,72.8,72.9,24649,2021,12,14,202112
SUPREME PET ,500405,BSE,2021-12-14,710.95,746.2,706.25,727.7,10336,2021,12,14,202112
SWARAJ ENGIN,500407,BSE,2021-12-14,1660.35,1660.45,1646.4,1652.2,103,2021,12,14,202112
TATA ELXSI  ,500408,BSE,2021-12-14,5934.0,6100.0,5880.0,6025.3,9732,2021,12,14,202112
ACC LTD     ,500410,BSE,2021-12-14,2262.0,2325.05,2262.0,2319.05,11270,2021,12,14,202112
THERMAX     ,500411,BSE,2021-12-14,1766.9,1810.0,1741.3,1751.55,4107,2021,12,14,202112
THIRUMALAI  ,500412,BSE,2021-12-14,237.5,238.0,232.9,234.8,36441,2021,12,14,202112
THOMAS COOK ,500413,BSE,2021-12-14,69.0,69.0,65.6,66.75,11709,2021,12,14,202112
TIMEX GROUP ,500414,BSE,2021-12-14,91.35,92.7,87.6,90.35,103606,2021,12,14,202112
TOKYO PLAST ,500418,BSE,2021-12-14,93.3,94.3,91.1,92.15,3041,2021,12,14,202112
TORRENT PHAR,500420,BSE,2021-12-14,2983.0,3162.4,2983.0,3120.7,5853,2021,12,14,202112
TRANSCHEM   ,500422,BSE,2021-12-14,22.5,25.7,20.8,24.45,41385,2021,12,14,202112
AMBUJA CEME ,500425,BSE,2021-12-14,380.95,380.95,374.0,378.05,107498,2021,12,14,202112
UTLINDS     ,500426,BSE,2021-12-14,5.18,5.18,4.9,5.17,24595,2021,12,14,202112
UNIPHOS ENT.,500429,BSE,2021-12-14,124.75,124.75,116.05,118.55,371,2021,12,14,202112
VARD HOLDNG ,500439,BSE,2021-12-14,3039.05,3040.0,2940.1,3016.9,134,2021,12,14,202112
HINDALCO    ,500440,BSE,2021-12-14,456.95,464.4,455.0,461.6,152395,2021,12,14,202112
WEST COAS PA,500444,BSE,2021-12-14,258.0,259.95,253.45,254.25,6898,2021,12,14,202112
HIND.ORG.CHM,500449,BSE,2021-12-14,35.75,36.0,35.05,35.2,33049,2021,12,14,202112
PAS.ACRYLON ,500456,BSE,2021-12-14,32.0,33.0,31.6,31.8,51555,2021,12,14,202112
KORE        ,500458,BSE,2021-12-14,2.85,2.99,2.71,2.99,6414,2021,12,14,202112
PROCTER &GAM,500459,BSE,2021-12-14,15156.35,15200.0,14918.7,15149.6,7812,2021,12,14,202112
MUKAND LTD. ,500460,BSE,2021-12-14,128.25,132.4,127.95,130.1,24845,2021,12,14,202112
BBOX        ,500463,BSE,2021-12-14,867.15,875.05,849.5,875.0,2848,2021,12,14,202112
UCAL FUEL   ,500464,BSE,2021-12-14,143.95,152.8,143.6,146.75,1737,2021,12,14,202112
HARR.MALAYAL,500467,BSE,2021-12-14,165.85,170.95,162.9,165.9,5009,2021,12,14,202112
FEDERAL BANK,500469,BSE,2021-12-14,91.9,91.9,89.9,91.0,527177,2021,12,14,202112
TATA STEEL  ,500470,BSE,2021-12-14,1160.05,1178.2,1148.0,1166.95,197823,2021,12,14,202112
SKF INDIA   ,500472,BSE,2021-12-14,3915.0,4188.8,3915.0,4057.0,5973,2021,12,14,202112
ASHOK LEYL. ,500477,BSE,2021-12-14,127.8,127.8,124.8,125.9,477392,2021,12,14,202112
CUMMINS (I) ,500480,BSE,2021-12-14,988.0,988.0,959.55,963.65,11109,2021,12,14,202112
TATA COMM   ,500483,BSE,2021-12-14,1471.0,1499.75,1435.55,1444.9,101625,2021,12,14,202112
ABBOTT (I)  ,500488,BSE,2021-12-14,18300.0,18465.05,18078.5,18247.3,556,2021,12,14,202112
BAJ HOLD INV,500490,BSE,2021-12-14,5518.65,5542.1,5465.15,5488.05,1206,2021,12,14,202112
BHARAT FORGE,500493,BSE,2021-12-14,738.45,739.25,723.85,735.05,17500,2021,12,14,202112
ESCORTS LTD.,500495,BSE,2021-12-14,1850.0,1862.3,1845.0,1851.0,21781,2021,12,14,202112
HIND.MOTORS ,500500,BSE,2021-12-14,11.6,11.9,11.4,11.65,33930,2021,12,14,202112
LARSEN & TOU,500510,BSE,2021-12-14,1858.9,1872.4,1847.0,1869.1,78166,2021,12,14,202112
MAH & MAH   ,500520,BSE,2021-12-14,843.0,843.0,826.35,834.8,65312,2021,12,14,202112
BOSCH LTD   ,500530,BSE,2021-12-14,16705.9,16905.95,16565.0,16880.6,630,2021,12,14,202112
PREMIER LTD ,500540,BSE,2021-12-14,10.65,10.65,10.04,10.63,330402,2021,12,14,202112
BHARAT PET. ,500547,BSE,2021-12-14,391.0,392.9,389.15,391.45,161067,2021,12,14,202112
SIEMENS LTD.,500550,BSE,2021-12-14,2506.5,2542.0,2475.05,2513.6,32458,2021,12,14,202112
TATA MOTORS ,500570,BSE,2021-12-14,492.0,492.0,483.35,489.5,924787,2021,12,14,202112
VOLTAS LTD  ,500575,BSE,2021-12-14,1251.0,1251.0,1219.4,1230.8,9296,2021,12,14,202112
GREAT EASTE ,500620,BSE,2021-12-14,299.15,301.1,296.25,300.6,6064,2021,12,14,202112
DEEPAK FERT.,500645,BSE,2021-12-14,374.9,375.2,365.7,369.2,18605,2021,12,14,202112
EXCEL INDUST,500650,BSE,2021-12-14,909.35,926.6,896.15,915.65,546,2021,12,14,202112
GRWRHITECH  ,500655,BSE,2021-12-14,879.0,879.0,851.0,867.2,7865,2021,12,14,202112
GLAXOSMITH  ,500660,BSE,2021-12-14,1865.0,1891.0,1844.05,1866.1,2207,2021,12,14,202112
GUJ.NARMADA ,500670,BSE,2021-12-14,418.2,424.5,414.0,422.7,23092,2021,12,14,202112
NOVARTIS    ,500672,BSE,2021-12-14,793.05,810.95,788.05,795.4,1718,2021,12,14,202112
SANOFI      ,500674,BSE,2021-12-14,7696.7,7720.25,7625.0,7713.55,532,2021,12,14,202112
PFIZER LTD. ,500680,BSE,2021-12-14,4890.0,5230.1,4869.0,5189.0,16292,2021,12,14,202112
GUJ.ST.FERT ,500690,BSE,2021-12-14,120.7,122.9,119.6,121.5,55515,2021,12,14,202112
HIND UNI LT ,500696,BSE,2021-12-14,2310.0,2322.7,2304.9,2317.8,43277,2021,12,14,202112
AKZOINDIA   ,500710,BSE,2021-12-14,2064.85,2064.85,2034.0,2041.65,574,2021,12,14,202112
NOCIL LTD   ,500730,BSE,2021-12-14,244.25,247.45,241.45,245.7,61196,2021,12,14,202112
TATA CHEM.  ,500770,BSE,2021-12-14,935.0,940.1,925.05,932.7,32083,2021,12,14,202112
T.P.L.      ,500777,BSE,2021-12-14,104.8,106.55,104.6,105.65,15732,2021,12,14,202112
ZUARIGLOB   ,500780,BSE,2021-12-14,140.1,143.3,138.6,140.05,30791,2021,12,14,202112
NESTLE (I)  ,500790,BSE,2021-12-14,18926.0,19314.15,18925.0,19197.9,1599,2021,12,14,202112
